model,train_trial_index,score,balanced_score,n_samples,scenario
ai21_j2-grande,1.0142857142857142,0.7571428571428571,0.16164920634920635,70,civil_comments
ai21_j2-jumbo,1.0142857142857142,0.38571428571428573,0.2149920634920635,70,civil_comments
ai21_j2-large,1.0142857142857142,0.5,0.14817936507936508,70,civil_comments
openai_gpt-3.5-turbo-0301,1.0142857142857142,0.6857142857142857,0.25431746031746033,70,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.7619047619047619,0.17435978835978835,70,civil_comments
writer_palmyra-instruct-30,1.0142857142857142,0.5285714285714286,0.18902698412698413,70,civil_comments
writer_palmyra-x,1.0142857142857142,0.04285714285714286,0.008147619047619048,70,civil_comments
ai21_j2-grande,1.0285714285714285,0.7285714285714285,0.1562174603174603,70,civil_comments
ai21_j2-jumbo,1.0285714285714285,0.3,0.12786507936507935,70,civil_comments
ai21_j2-large,1.0285714285714285,0.6,0.15833650793650794,70,civil_comments
openai_gpt-3.5-turbo-0301,1.0285714285714285,0.5285714285714286,0.18017301587301587,70,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.75,0.23555,70,civil_comments
writer_palmyra-instruct-30,1.0285714285714285,0.5428571428571428,0.15632698412698415,70,civil_comments
writer_palmyra-x,1.0285714285714285,0.0,0.0,70,civil_comments
ai21_j2-grande,1.0714285714285714,0.8,0.16979682539682542,70,civil_comments
ai21_j2-jumbo,1.0714285714285714,0.3142857142857143,0.13943492063492066,70,civil_comments
ai21_j2-large,1.0714285714285714,0.5285714285714286,0.14475714285714286,70,civil_comments
openai_gpt-3.5-turbo-0301,1.0714285714285714,0.6428571428571429,0.19304603174603174,70,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.42857142857142855,0.08147619047619048,70,civil_comments
writer_palmyra-instruct-30,1.0714285714285714,0.5285714285714286,0.15361111111111111,70,civil_comments
writer_palmyra-x,1.0714285714285714,0.02857142857142857,0.014285714285714285,70,civil_comments
ai21_j2-grande,1.1,0.7714285714285715,0.17321904761904763,70,civil_comments
ai21_j2-jumbo,1.1,0.4142857142857143,0.17615396825396826,70,civil_comments
ai21_j2-large,1.1,0.6142857142857143,0.1344904761904762,70,civil_comments
openai_gpt-3.5-turbo-0301,1.1,0.7142857142857143,0.24204126984126983,70,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.6,0.17604444444444445,70,civil_comments
writer_palmyra-instruct-30,1.1,0.6142857142857143,0.17876031746031745,70,civil_comments
writer_palmyra-x,1.1,0.014285714285714285,0.002715873015873016,70,civil_comments
ai21_j2-grande,0.8,0.7285714285714285,0.17392539682539684,70,civil_comments
ai21_j2-jumbo,0.8,0.4,0.19114603174603176,70,civil_comments
ai21_j2-large,0.8,0.5714285714285714,0.1351968253968254,70,civil_comments
openai_gpt-3.5-turbo-0301,0.8,0.7428571428571429,0.2828888888888889,70,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.5714285714285714,0.1529047619047619,70,civil_comments
writer_palmyra-instruct-30,0.8,0.7142857142857143,0.24204126984126983,70,civil_comments
writer_palmyra-x,0.8,0.014285714285714285,0.002715873015873016,70,civil_comments
ai21_j2-grande,0.9428571428571428,0.7428571428571429,0.15893333333333334,70,civil_comments
ai21_j2-jumbo,0.9428571428571428,0.5,0.22786507936507935,70,civil_comments
ai21_j2-large,0.9428571428571428,0.7,0.21276349206349207,70,civil_comments
openai_gpt-3.5-turbo-0301,0.9428571428571428,0.7,0.27474126984126984,70,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.5,0.14273076923076924,70,civil_comments
writer_palmyra-instruct-30,0.9428571428571428,0.6857142857142857,0.21004761904761904,70,civil_comments
writer_palmyra-x,0.9428571428571428,0.0,0.0,70,civil_comments
ai21_j2-grande,0.8142857142857143,0.7571428571428571,0.17935714285714285,70,civil_comments
ai21_j2-jumbo,0.8142857142857143,0.45714285714285713,0.23742539682539682,70,civil_comments
ai21_j2-large,0.8142857142857143,0.5571428571428572,0.15018888888888887,70,civil_comments
openai_gpt-3.5-turbo-0301,0.8142857142857143,0.6857142857142857,0.2366095238095238,70,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.6764705882352942,0.18329084967320264,70,civil_comments
writer_palmyra-instruct-30,0.8142857142857143,0.6,0.1848984126984127,70,civil_comments
writer_palmyra-x,0.8142857142857143,0.02857142857142857,0.005431746031746032,70,civil_comments
ai21_j2-grande,1.0571428571428572,0.7428571428571429,0.15893333333333334,70,civil_comments
ai21_j2-jumbo,1.0571428571428572,0.4714285714285714,0.24899523809523808,70,civil_comments
ai21_j2-large,1.0571428571428572,0.6571428571428571,0.21346984126984128,70,civil_comments
openai_gpt-3.5-turbo-0301,1.0571428571428572,0.5428571428571428,0.2005968253968254,70,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.38461538461538464,0.12079487179487179,70,civil_comments
writer_palmyra-instruct-30,1.0571428571428572,0.7571428571428571,0.24133492063492062,70,civil_comments
writer_palmyra-x,1.0571428571428572,0.014285714285714285,0.002715873015873016,70,civil_comments
ai21_j2-grande,1.1,0.8,0.17865079365079367,70,civil_comments
ai21_j2-jumbo,1.1,0.4142857142857143,0.1673,70,civil_comments
ai21_j2-large,1.1,0.6,0.13177460317460318,70,civil_comments
openai_gpt-3.5-turbo-0301,1.1,0.5714285714285714,0.17946666666666666,70,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.7619047619047619,0.14484656084656086,70,civil_comments
writer_palmyra-instruct-30,1.1,0.6,0.1494825396825397,70,civil_comments
writer_palmyra-x,1.1,0.04285714285714286,0.008147619047619048,70,civil_comments
ai21_j2-grande,0.8714285714285714,0.8428571428571429,0.18679841269841269,70,civil_comments
ai21_j2-jumbo,0.8714285714285714,0.38571428571428573,0.1530142857142857,70,civil_comments
ai21_j2-large,0.8714285714285714,0.6571428571428571,0.14263809523809526,70,civil_comments
openai_gpt-3.5-turbo-0301,0.8714285714285714,0.6285714285714286,0.199184126984127,70,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.5357142857142857,0.10184523809523809,70,civil_comments
writer_palmyra-instruct-30,0.8714285714285714,0.6285714285714286,0.18147619047619049,70,civil_comments
writer_palmyra-x,0.8714285714285714,0.014285714285714285,0.002715873015873016,70,civil_comments
