model,train_trial_index,score,sub_split,balanced_score,n_samples,scenario
ai21_j2-grande,0.992,0.7088,,0.7088,5000,raft
ai21_j2-jumbo,0.992,0.7374,,0.7374,5000,raft
ai21_j2-large,0.992,0.6176,,0.6176,5000,raft
openai_gpt-3.5-turbo-0301,0.992,0.7778,,0.7778,5000,raft
together_redpajama-incite-base-3b-v1,0.0,0.5125364431486881,,0.5125364431486881,5000,raft
writer_palmyra-instruct-30,0.992,0.6478,,0.6478,5000,raft
writer_palmyra-x,0.992,0.6944,,0.6944,5000,raft
ai21_j2-grande,0.9978,0.7142,,0.7142,5000,raft
ai21_j2-jumbo,0.9978,0.7536,,0.7536,5000,raft
ai21_j2-large,0.9978,0.6202,,0.6202,5000,raft
openai_gpt-3.5-turbo-0301,0.9978,0.7982,,0.7982,5000,raft
together_redpajama-incite-base-3b-v1,0.0,0.4924834636199639,,0.4924834636199639,5000,raft
writer_palmyra-instruct-30,0.9978,0.653,,0.653,5000,raft
writer_palmyra-x,0.9978,0.7092,,0.7092,5000,raft
ai21_j2-grande,0.9816,0.7198,,0.7198,5000,raft
ai21_j2-jumbo,0.9816,0.7486,,0.7486,5000,raft
ai21_j2-large,0.9816,0.6318,,0.6318,5000,raft
openai_gpt-3.5-turbo-0301,0.9816,0.7774,,0.7774,5000,raft
together_redpajama-incite-base-3b-v1,0.0,0.5115740740740741,,0.5115740740740741,5000,raft
writer_palmyra-instruct-30,0.9816,0.6466,,0.6466,5000,raft
writer_palmyra-x,0.9816,0.6984,,0.6984,5000,raft
ai21_j2-grande,0.995,0.7156,,0.7156,5000,raft
ai21_j2-jumbo,0.995,0.745,,0.745,5000,raft
ai21_j2-large,0.995,0.617,,0.617,5000,raft
openai_gpt-3.5-turbo-0301,0.995,0.779,,0.779,5000,raft
together_redpajama-incite-base-3b-v1,0.0,0.49463647199046484,,0.49463647199046484,5000,raft
writer_palmyra-instruct-30,0.995,0.6472,,0.6472,5000,raft
writer_palmyra-x,0.995,0.6904,,0.6904,5000,raft
ai21_j2-grande,0.9796,0.7068,,0.7068,5000,raft
ai21_j2-jumbo,0.9796,0.7478,,0.7478,5000,raft
ai21_j2-large,0.9796,0.623,,0.623,5000,raft
openai_gpt-3.5-turbo-0301,0.9796,0.7812,,0.7812,5000,raft
together_redpajama-incite-base-3b-v1,0.0,0.4823393167342212,,0.4823393167342212,5000,raft
writer_palmyra-instruct-30,0.9796,0.6472,,0.6472,5000,raft
writer_palmyra-x,0.9796,0.6946,,0.6946,5000,raft
ai21_j2-grande,0.9856,0.7214,,0.7214,5000,raft
ai21_j2-jumbo,0.9856,0.7498,,0.7498,5000,raft
ai21_j2-large,0.9856,0.6326,,0.6326,5000,raft
openai_gpt-3.5-turbo-0301,0.9856,0.782,,0.782,5000,raft
together_redpajama-incite-base-3b-v1,0.0,0.5122377622377622,,0.5122377622377622,5000,raft
writer_palmyra-instruct-30,0.9856,0.6478,,0.6478,5000,raft
writer_palmyra-x,0.9856,0.6984,,0.6984,5000,raft
ai21_j2-grande,1.0098,0.7094,,0.7094,5000,raft
ai21_j2-jumbo,1.0098,0.7452,,0.7452,5000,raft
ai21_j2-large,1.0098,0.6212,,0.6212,5000,raft
openai_gpt-3.5-turbo-0301,1.0098,0.7834,,0.7834,5000,raft
together_redpajama-incite-base-3b-v1,0.0,0.5123456790123457,,0.5123456790123457,5000,raft
writer_palmyra-instruct-30,1.0098,0.652,,0.652,5000,raft
writer_palmyra-x,1.0098,0.6984,,0.6984,5000,raft
ai21_j2-grande,1.008,0.7086,,0.7086,5000,raft
ai21_j2-jumbo,1.008,0.7514,,0.7514,5000,raft
ai21_j2-large,1.008,0.6182,,0.6182,5000,raft
openai_gpt-3.5-turbo-0301,1.008,0.7864,,0.7864,5000,raft
together_redpajama-incite-base-3b-v1,0.0,0.48740012292563,,0.48740012292563,5000,raft
writer_palmyra-instruct-30,1.008,0.6572,,0.6572,5000,raft
writer_palmyra-x,1.008,0.7042,,0.7042,5000,raft
ai21_j2-grande,1.002,0.7194,,0.7194,5000,raft
ai21_j2-jumbo,1.002,0.7524,,0.7524,5000,raft
ai21_j2-large,1.002,0.6304,,0.6304,5000,raft
openai_gpt-3.5-turbo-0301,1.002,0.783,,0.783,5000,raft
together_redpajama-incite-base-3b-v1,0.0,0.500908540278619,,0.500908540278619,5000,raft
writer_palmyra-instruct-30,1.002,0.6462,,0.6462,5000,raft
writer_palmyra-x,1.002,0.6898,,0.6898,5000,raft
ai21_j2-grande,0.9808,0.7072,,0.7072,5000,raft
ai21_j2-jumbo,0.9808,0.7558,,0.7558,5000,raft
ai21_j2-large,0.9808,0.617,,0.617,5000,raft
openai_gpt-3.5-turbo-0301,0.9808,0.7806,,0.7806,5000,raft
together_redpajama-incite-base-3b-v1,0.0,0.5076741440377804,,0.5076741440377804,5000,raft
writer_palmyra-instruct-30,0.9808,0.6558,,0.6558,5000,raft
writer_palmyra-x,0.9808,0.7074,,0.7074,5000,raft
