model,train_trial_index,score,balanced_score,n_samples,scenario
openai_davinci,1.04,0.32,0.21578,100,civil_comments
openai_text-ada-001,1.04,0.74,0.14688,100,civil_comments
openai_text-babbage-001,1.04,0.75,0.14258333333333334,100,civil_comments
openai_text-curie-001,1.04,0.68,0.18505555555555556,100,civil_comments
openai_text-davinci-002,1.04,0.66,0.21844000000000002,100,civil_comments
openai_text-davinci-003,1.04,0.64,0.22703333333333334,100,civil_comments
together_bloom,1.04,0.66,0.2246377777777778,100,civil_comments
together_glm,1.04,0.75,0.14258333333333334,100,civil_comments
together_gpt-j-6b,1.04,0.34,0.2009888888888889,100,civil_comments
together_gpt-neox-20b,1.04,0.29,0.2038788888888889,100,civil_comments
together_opt-175b,1.04,0.26,0.20437333333333335,100,civil_comments
together_opt-66b,1.04,0.26,0.20437333333333335,100,civil_comments
together_t0pp,1.04,0.32,0.06083555555555556,100,civil_comments
together_t5-11b,1.04,0.65,0.17315444444444444,100,civil_comments
together_ul2,1.04,0.34,0.2009888888888889,100,civil_comments
together_yalm,1.04,0.71,0.1349788888888889,100,civil_comments
AlephAlpha_luminous-base,0.98,0.39,0.18570333333333333,100,civil_comments
AlephAlpha_luminous-extended,0.98,0.7,0.16406666666666667,100,civil_comments
AlephAlpha_luminous-supreme,0.98,0.66,0.15646222222222222,100,civil_comments
ai21_j1-grande,0.98,0.79,0.1687811111111111,100,civil_comments
ai21_j1-grande-v2-beta,0.98,0.78,0.17927555555555558,100,civil_comments
ai21_j1-jumbo,0.98,0.36,0.16760444444444444,100,civil_comments
ai21_j1-large,0.98,0.77,0.17737444444444445,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.98,0.47,0.17612111111111112,100,civil_comments
cohere_command-medium-beta,0.98,0.31,0.17049444444444442,100,civil_comments
cohere_command-xlarge-beta,0.98,0.58,0.19083555555555556,100,civil_comments
cohere_large-20220720,0.98,0.3,0.1747911111111111,100,civil_comments
cohere_medium-20220720,0.98,0.23,0.1738788888888889,100,civil_comments
cohere_medium-20221108,0.98,0.8,0.15828666666666666,100,civil_comments
cohere_small-20220720,0.98,0.78,0.14828666666666668,100,civil_comments
cohere_xlarge-20220609,0.98,0.34,0.1452088888888889,100,civil_comments
cohere_xlarge-20221108,0.98,0.7,0.1578688888888889,100,civil_comments
microsoft_TNLGv2_530B,0.98,0.45,0.17851666666666666,100,civil_comments
microsoft_TNLGv2_7B,0.98,0.67,0.21414333333333335,100,civil_comments
openai_ada,0.98,0.69,0.1683633333333333,100,civil_comments
openai_babbage,0.98,0.56,0.1374511111111111,100,civil_comments
openai_curie,0.98,0.33,0.17429666666666666,100,civil_comments
openai_davinci,0.98,0.33,0.19289,100,civil_comments
openai_text-ada-001,0.98,0.77,0.14638555555555555,100,civil_comments
openai_text-babbage-001,0.98,0.79,0.15018777777777778,100,civil_comments
openai_text-curie-001,0.98,0.73,0.17596777777777778,100,civil_comments
openai_text-davinci-002,0.98,0.73,0.21935222222222223,100,civil_comments
openai_text-davinci-003,0.98,0.73,0.21935222222222223,100,civil_comments
together_bloom,0.98,0.62,0.20463777777777778,100,civil_comments
together_glm,0.98,0.79,0.15018777777777778,100,civil_comments
together_gpt-j-6b,0.98,0.28,0.1709888888888889,100,civil_comments
together_gpt-neox-20b,0.98,0.27,0.18148333333333333,100,civil_comments
together_opt-175b,0.98,0.24,0.17578,100,civil_comments
together_opt-66b,0.98,0.22,0.17197777777777776,100,civil_comments
together_t0pp,0.98,0.3,0.05703333333333333,100,civil_comments
together_t5-11b,0.98,0.6,0.16984666666666665,100,civil_comments
together_ul2,0.98,0.35,0.15330777777777777,100,civil_comments
together_yalm,0.98,0.74,0.14688,100,civil_comments
AlephAlpha_luminous-base,0.91,0.43,0.15612111111111113,100,civil_comments
AlephAlpha_luminous-extended,0.91,0.78,0.16688000000000003,100,civil_comments
AlephAlpha_luminous-supreme,0.91,0.79,0.18737444444444445,100,civil_comments
ai21_j1-grande,0.91,0.85,0.17399,100,civil_comments
ai21_j1-grande-v2-beta,0.91,0.81,0.17258333333333334,100,civil_comments
ai21_j1-jumbo,0.91,0.46,0.16182444444444447,100,civil_comments
ai21_j1-large,0.91,0.81,0.17258333333333334,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.91,0.51,0.15893444444444443,100,civil_comments
cohere_command-medium-beta,0.91,0.27,0.13809888888888888,100,civil_comments
cohere_command-xlarge-beta,0.91,0.74,0.2274511111111111,100,civil_comments
cohere_large-20220720,0.91,0.3,0.13760444444444445,100,civil_comments
cohere_medium-20220720,0.91,0.16,0.11098888888888889,100,civil_comments
cohere_medium-20221108,0.91,0.82,0.15589111111111112,100,civil_comments
cohere_small-20220720,0.91,0.8,0.15208888888888888,100,civil_comments
cohere_xlarge-20220609,0.91,0.37,0.14471444444444445,100,civil_comments
cohere_xlarge-20221108,0.91,0.77,0.18357222222222222,100,civil_comments
microsoft_TNLGv2_530B,0.91,0.52,0.1732311111111111,100,civil_comments
microsoft_TNLGv2_7B,0.91,0.65,0.1607588888888889,100,civil_comments
openai_ada,0.91,0.74,0.15927555555555556,100,civil_comments
openai_babbage,0.91,0.57,0.1269566666666667,100,civil_comments
openai_curie,0.91,0.39,0.15471444444444443,100,civil_comments
openai_davinci,0.91,0.29,0.13570333333333334,100,civil_comments
openai_text-ada-001,0.91,0.82,0.15589111111111112,100,civil_comments
openai_text-babbage-001,0.91,0.85,0.16159444444444446,100,civil_comments
openai_text-curie-001,0.91,0.77,0.18357222222222222,100,civil_comments
openai_text-davinci-002,0.91,0.75,0.20456111111111114,100,civil_comments
openai_text-davinci-003,0.91,0.71,0.20935222222222222,100,civil_comments
together_bloom,0.91,0.68,0.1974511111111111,100,civil_comments
together_glm,0.91,0.85,0.16159444444444446,100,civil_comments
together_gpt-j-6b,0.91,0.28,0.12760444444444446,100,civil_comments
together_gpt-neox-20b,0.91,0.2,0.13098888888888888,100,civil_comments
together_opt-175b,0.91,0.2,0.13098888888888888,100,civil_comments
together_opt-66b,0.91,0.18,0.12718666666666667,100,civil_comments
together_t0pp,0.91,0.34,0.06463777777777778,100,civil_comments
together_t5-11b,0.91,0.61,0.1345611111111111,100,civil_comments
together_ul2,0.91,0.29,0.12950555555555554,100,civil_comments
together_yalm,0.91,0.78,0.14828666666666668,100,civil_comments
AlephAlpha_luminous-base,0.9,0.43,0.15612111111111113,100,civil_comments
AlephAlpha_luminous-extended,0.9,0.67,0.13357222222222223,100,civil_comments
AlephAlpha_luminous-supreme,0.9,0.74,0.1964622222222222,100,civil_comments
ai21_j1-grande,0.9,0.81,0.18497888888888891,100,civil_comments
ai21_j1-grande-v2-beta,0.9,0.71,0.14737444444444445,100,civil_comments
ai21_j1-jumbo,0.9,0.38,0.1652088888888889,100,civil_comments
ai21_j1-large,0.9,0.79,0.1687811111111111,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.9,0.5,0.15703333333333333,100,civil_comments
cohere_command-medium-beta,0.9,0.34,0.18239555555555553,100,civil_comments
cohere_command-xlarge-beta,0.9,0.64,0.20224222222222224,100,civil_comments
cohere_large-20220720,0.9,0.26,0.14239555555555555,100,civil_comments
cohere_medium-20220720,0.9,0.2,0.15578,100,civil_comments
cohere_medium-20221108,0.9,0.81,0.16638555555555556,100,civil_comments
cohere_small-20220720,0.9,0.78,0.14828666666666668,100,civil_comments
cohere_xlarge-20220609,0.9,0.42,0.19760444444444444,100,civil_comments
cohere_xlarge-20221108,0.9,0.67,0.16456111111111113,100,civil_comments
microsoft_TNLGv2_530B,0.9,0.52,0.1794288888888889,100,civil_comments
microsoft_TNLGv2_7B,0.9,0.62,0.17364888888888888,100,civil_comments
openai_ada,0.9,0.7,0.14547333333333334,100,civil_comments
openai_babbage,0.9,0.6,0.12646222222222223,100,civil_comments
openai_curie,0.9,0.38,0.1652088888888889,100,civil_comments
openai_davinci,0.9,0.26,0.1609888888888889,100,civil_comments
openai_text-ada-001,0.9,0.8,0.15208888888888888,100,civil_comments
openai_text-babbage-001,0.9,0.8,0.15208888888888888,100,civil_comments
openai_text-curie-001,0.9,0.66,0.17505555555555558,100,civil_comments
openai_text-davinci-002,0.9,0.72,0.2236488888888889,100,civil_comments
openai_text-davinci-003,0.9,0.68,0.22224222222222223,100,civil_comments
together_bloom,0.9,0.61,0.19034111111111113,100,civil_comments
together_glm,0.9,0.8,0.15208888888888888,100,civil_comments
together_gpt-j-6b,0.9,0.27,0.15669222222222223,100,civil_comments
together_gpt-neox-20b,0.9,0.21,0.1576811111111111,100,civil_comments
together_opt-175b,0.9,0.22,0.16577999999999998,100,civil_comments
together_opt-66b,0.9,0.21,0.16387888888888888,100,civil_comments
together_t0pp,0.9,0.43,0.0817477777777778,100,civil_comments
together_t5-11b,0.9,0.54,0.1274511111111111,100,civil_comments
together_ul2,0.9,0.37,0.17570333333333335,100,civil_comments
together_yalm,0.9,0.78,0.15448444444444445,100,civil_comments
AlephAlpha_luminous-base,0.97,0.43,0.15612111111111113,100,civil_comments
AlephAlpha_luminous-extended,0.97,0.77,0.15878111111111112,100,civil_comments
AlephAlpha_luminous-supreme,0.97,0.66,0.15026444444444445,100,civil_comments
ai21_j1-grande,0.97,0.78,0.14828666666666668,100,civil_comments
ai21_j1-grande-v2-beta,0.97,0.8,0.16448444444444443,100,civil_comments
ai21_j1-jumbo,0.97,0.37,0.15091222222222223,100,civil_comments
ai21_j1-large,0.97,0.78,0.15448444444444445,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.97,0.49,0.16133,100,civil_comments
cohere_command-medium-beta,0.97,0.33,0.1619011111111111,100,civil_comments
cohere_command-xlarge-beta,0.97,0.58,0.15984666666666666,100,civil_comments
cohere_large-20220720,0.97,0.26,0.1609888888888889,100,civil_comments
cohere_medium-20220720,0.97,0.2,0.14338444444444445,100,civil_comments
cohere_medium-20221108,0.97,0.81,0.15399000000000002,100,civil_comments
cohere_small-20220720,0.97,0.79,0.15638555555555556,100,civil_comments
cohere_xlarge-20220609,0.97,0.33,0.14330777777777778,100,civil_comments
cohere_xlarge-20221108,0.97,0.71,0.15357222222222222,100,civil_comments
microsoft_TNLGv2_530B,0.97,0.46,0.16802222222222224,100,civil_comments
microsoft_TNLGv2_7B,0.97,0.63,0.1569566666666667,100,civil_comments
openai_ada,0.97,0.65,0.13596777777777777,100,civil_comments
openai_babbage,0.97,0.63,0.1507588888888889,100,civil_comments
openai_curie,0.97,0.29,0.12950555555555554,100,civil_comments
openai_davinci,0.97,0.29,0.15429666666666667,100,civil_comments
openai_text-ada-001,0.97,0.81,0.15399000000000002,100,civil_comments
openai_text-babbage-001,0.97,0.82,0.15589111111111112,100,civil_comments
openai_text-curie-001,0.97,0.71,0.17216555555555554,100,civil_comments
openai_text-davinci-002,0.97,0.63,0.18174777777777776,100,civil_comments
openai_text-davinci-003,0.97,0.62,0.17364888888888888,100,civil_comments
together_bloom,0.97,0.6,0.16984666666666665,100,civil_comments
together_glm,0.97,0.82,0.15589111111111112,100,civil_comments
together_gpt-j-6b,0.97,0.25,0.14669222222222222,100,civil_comments
together_gpt-neox-20b,0.97,0.23,0.15528555555555557,100,civil_comments
together_opt-175b,0.97,0.18,0.12718666666666667,100,civil_comments
together_opt-66b,0.97,0.18,0.14578,100,civil_comments
together_t0pp,0.97,0.39,0.07414333333333334,100,civil_comments
together_t5-11b,0.97,0.61,0.1345611111111111,100,civil_comments
together_ul2,0.97,0.33,0.15570333333333333,100,civil_comments
together_yalm,0.97,0.75,0.14878111111111111,100,civil_comments
AlephAlpha_luminous-base,1.1,0.39,0.1361211111111111,100,civil_comments
AlephAlpha_luminous-extended,1.1,0.75,0.14878111111111111,100,civil_comments
AlephAlpha_luminous-supreme,1.1,0.69,0.16216555555555556,100,civil_comments
ai21_j1-grande,1.1,0.83,0.15779222222222222,100,civil_comments
ai21_j1-grande-v2-beta,1.1,0.81,0.16638555555555556,100,civil_comments
ai21_j1-jumbo,1.1,0.41,0.13992333333333332,100,civil_comments
ai21_j1-large,1.1,0.78,0.16068222222222223,100,civil_comments
anthropic_stanford-online-all-v4-s3,1.1,0.57,0.17034111111111114,100,civil_comments
cohere_command-medium-beta,1.1,0.2,0.1,100,civil_comments
cohere_command-xlarge-beta,1.1,0.59,0.14935222222222222,100,civil_comments
cohere_large-20220720,1.1,0.17,0.0880988888888889,100,civil_comments
cohere_medium-20220720,1.1,0.15,0.10908777777777777,100,civil_comments
cohere_medium-20221108,1.1,0.84,0.15969333333333335,100,civil_comments
cohere_small-20220720,1.1,0.86,0.1634955555555556,100,civil_comments
cohere_xlarge-20220609,1.1,0.29,0.12330777777777778,100,civil_comments
cohere_xlarge-20221108,1.1,0.71,0.15357222222222222,100,civil_comments
microsoft_TNLGv2_530B,1.1,0.48,0.1532311111111111,100,civil_comments
microsoft_TNLGv2_7B,1.1,0.61,0.15315444444444445,100,civil_comments
openai_ada,1.1,0.78,0.16068222222222223,100,civil_comments
openai_babbage,1.1,0.58,0.13505555555555557,100,civil_comments
openai_curie,1.1,0.32,0.11661555555555556,100,civil_comments
openai_davinci,1.1,0.2,0.10619777777777778,100,civil_comments
openai_text-ada-001,1.1,0.87,0.1653966666666667,100,civil_comments
openai_text-babbage-001,1.1,0.87,0.1653966666666667,100,civil_comments
openai_text-curie-001,1.1,0.65,0.14216555555555557,100,civil_comments
openai_text-davinci-002,1.1,0.68,0.18505555555555556,100,civil_comments
openai_text-davinci-003,1.1,0.69,0.19935222222222224,100,civil_comments
together_bloom,1.1,0.56,0.16224222222222223,100,civil_comments
together_glm,1.1,0.87,0.1653966666666667,100,civil_comments
together_gpt-j-6b,1.1,0.26,0.11760444444444446,100,civil_comments
together_gpt-neox-20b,1.1,0.18,0.11479111111111111,100,civil_comments
together_opt-175b,1.1,0.16,0.11098888888888889,100,civil_comments
together_opt-66b,1.1,0.14,0.10718666666666668,100,civil_comments
together_t0pp,1.1,0.46,0.0874511111111111,100,civil_comments
together_t5-11b,1.1,0.64,0.1278688888888889,100,civil_comments
together_ul2,1.1,0.26,0.12380222222222223,100,civil_comments
together_yalm,1.1,0.77,0.14638555555555555,100,civil_comments
AlephAlpha_luminous-base,1.11,0.34,0.11422,100,civil_comments
AlephAlpha_luminous-extended,1.11,0.81,0.17258333333333334,100,civil_comments
AlephAlpha_luminous-supreme,1.11,0.74,0.1716711111111111,100,civil_comments
ai21_j1-grande,1.11,0.81,0.17258333333333334,100,civil_comments
ai21_j1-grande-v2-beta,1.11,0.78,0.16068222222222223,100,civil_comments
ai21_j1-jumbo,1.11,0.34,0.12661555555555556,100,civil_comments
ai21_j1-large,1.11,0.77,0.1649788888888889,100,civil_comments
anthropic_stanford-online-all-v4-s3,1.11,0.55,0.17273666666666668,100,civil_comments
cohere_command-medium-beta,1.11,0.26,0.11760444444444446,100,civil_comments
cohere_command-xlarge-beta,1.11,0.6,0.16364888888888887,100,civil_comments
cohere_large-20220720,1.11,0.21,0.11429666666666666,100,civil_comments
cohere_medium-20220720,1.11,0.15,0.10289,100,civil_comments
cohere_medium-20221108,1.11,0.86,0.1634955555555556,100,civil_comments
cohere_small-20220720,1.11,0.87,0.17159444444444447,100,civil_comments
cohere_xlarge-20220609,1.11,0.27,0.12570333333333333,100,civil_comments
cohere_xlarge-20221108,1.11,0.73,0.16977,100,civil_comments
microsoft_TNLGv2_530B,1.11,0.46,0.15562666666666666,100,civil_comments
microsoft_TNLGv2_7B,1.11,0.53,0.13794555555555557,100,civil_comments
openai_ada,1.11,0.78,0.1730777777777778,100,civil_comments
openai_babbage,1.11,0.67,0.15216555555555555,100,civil_comments
openai_curie,1.11,0.31,0.11471444444444444,100,civil_comments
openai_davinci,1.11,0.27,0.1319011111111111,100,civil_comments
openai_text-ada-001,1.11,0.86,0.1634955555555556,100,civil_comments
openai_text-babbage-001,1.11,0.87,0.1653966666666667,100,civil_comments
openai_text-curie-001,1.11,0.69,0.17456111111111114,100,civil_comments
openai_text-davinci-002,1.11,0.7,0.16406666666666667,100,civil_comments
openai_text-davinci-003,1.11,0.7,0.1888577777777778,100,civil_comments
together_bloom,1.11,0.57,0.17034111111111114,100,civil_comments
together_glm,1.11,0.88,0.17349555555555557,100,civil_comments
together_gpt-j-6b,1.11,0.21,0.12049444444444445,100,civil_comments
together_gpt-neox-20b,1.11,0.22,0.12239555555555555,100,civil_comments
together_opt-175b,1.11,0.12,0.09718666666666667,100,civil_comments
together_opt-66b,1.11,0.13,0.10528555555555556,100,civil_comments
together_t0pp,1.11,0.4,0.07604444444444444,100,civil_comments
together_t5-11b,1.11,0.62,0.13026444444444446,100,civil_comments
together_ul2,1.11,0.25,0.10330777777777778,100,civil_comments
together_yalm,1.11,0.83,0.17018777777777777,100,civil_comments
