model,train_trial_index,score,balanced_score,n_samples,scenario
cohere_small-20220720,1.02,0.8,0.15828666666666666,100,civil_comments
cohere_xlarge-20220609,1.02,0.4,0.2,100,civil_comments
cohere_xlarge-20221108,1.02,0.79,0.21216555555555555,100,civil_comments
microsoft_TNLGv2_530B,1.02,0.48,0.20281333333333332,100,civil_comments
microsoft_TNLGv2_7B,1.02,0.64,0.17745111111111112,100,civil_comments
openai_ada,1.02,0.65,0.13596777777777777,100,civil_comments
openai_babbage,1.02,0.69,0.20555,100,civil_comments
openai_curie,1.02,0.45,0.1909122222222222,100,civil_comments
openai_davinci,1.02,0.31,0.1766922222222222,100,civil_comments
openai_text-ada-001,1.02,0.79,0.15018777777777778,100,civil_comments
openai_text-babbage-001,1.02,0.79,0.15018777777777778,100,civil_comments
openai_text-curie-001,1.02,0.66,0.16266000000000003,100,civil_comments
openai_text-davinci-002,1.02,0.72,0.23604444444444447,100,civil_comments
openai_text-davinci-003,1.02,0.64,0.22083555555555556,100,civil_comments
together_bloom,1.02,0.68,0.21604444444444446,100,civil_comments
together_glm,1.02,0.79,0.15018777777777778,100,civil_comments
together_gpt-j-6b,1.02,0.31,0.1890877777777778,100,civil_comments
together_gpt-neox-20b,1.02,0.28,0.18338444444444446,100,civil_comments
together_opt-175b,1.02,0.21,0.1576811111111111,100,civil_comments
together_opt-66b,1.02,0.24,0.17578,100,civil_comments
together_t0pp,1.02,0.39,0.07414333333333334,100,civil_comments
together_t5-11b,1.02,0.6,0.15125333333333335,100,civil_comments
together_ul2,1.02,0.46,0.2052088888888889,100,civil_comments
together_yalm,1.02,0.74,0.14068222222222224,100,civil_comments
AlephAlpha_luminous-base,1.03,0.4,0.13802222222222224,100,civil_comments
AlephAlpha_luminous-extended,1.03,0.79,0.16258333333333333,100,civil_comments
AlephAlpha_luminous-supreme,1.03,0.73,0.17596777777777778,100,civil_comments
ai21_j1-grande,1.03,0.83,0.17638555555555555,100,civil_comments
ai21_j1-grande-v2-beta,1.03,0.8,0.1706822222222222,100,civil_comments
ai21_j1-jumbo,1.03,0.36,0.14281333333333332,100,civil_comments
ai21_j1-large,1.03,0.82,0.19927555555555557,100,civil_comments
anthropic_stanford-online-all-v4-s3,1.03,0.54,0.17083555555555555,100,civil_comments
cohere_command-medium-beta,1.03,0.31,0.15190111111111113,100,civil_comments
cohere_command-xlarge-beta,1.03,0.59,0.17414333333333334,100,civil_comments
cohere_large-20220720,1.03,0.23,0.13669222222222221,100,civil_comments
cohere_medium-20220720,1.03,0.19,0.14148333333333332,100,civil_comments
cohere_medium-20221108,1.03,0.82,0.15589111111111112,100,civil_comments
cohere_small-20220720,1.03,0.83,0.15779222222222222,100,civil_comments
cohere_xlarge-20220609,1.03,0.34,0.15140666666666666,100,civil_comments
cohere_xlarge-20221108,1.03,0.65,0.15456111111111112,100,civil_comments
microsoft_TNLGv2_530B,1.03,0.47,0.15133000000000002,100,civil_comments
microsoft_TNLGv2_7B,1.03,0.66,0.17505555555555558,100,civil_comments
openai_ada,1.03,0.75,0.1611766666666667,100,civil_comments
openai_babbage,1.03,0.67,0.17695666666666668,100,civil_comments
openai_curie,1.03,0.38,0.12802222222222223,100,civil_comments
openai_davinci,1.03,0.3,0.16239555555555554,100,civil_comments
openai_text-ada-001,1.03,0.82,0.15589111111111112,100,civil_comments
openai_text-babbage-001,1.03,0.82,0.15589111111111112,100,civil_comments
openai_text-curie-001,1.03,0.77,0.19596777777777777,100,civil_comments
openai_text-davinci-002,1.03,0.72,0.2236488888888889,100,civil_comments
openai_text-davinci-003,1.03,0.7,0.2136488888888889,100,civil_comments
together_bloom,1.03,0.63,0.20034111111111114,100,civil_comments
together_glm,1.03,0.83,0.15779222222222222,100,civil_comments
together_gpt-j-6b,1.03,0.29,0.15429666666666667,100,civil_comments
together_gpt-neox-20b,1.03,0.17,0.12528555555555557,100,civil_comments
together_opt-175b,1.03,0.2,0.14338444444444445,100,civil_comments
together_opt-66b,1.03,0.2,0.14338444444444445,100,civil_comments
together_t0pp,1.03,0.42,0.07984666666666668,100,civil_comments
together_t5-11b,1.03,0.66,0.14406666666666668,100,civil_comments
together_ul2,1.03,0.37,0.17570333333333335,100,civil_comments
together_yalm,1.03,0.81,0.1601877777777778,100,civil_comments
AlephAlpha_luminous-base,1.01,0.46,0.17422,100,civil_comments
AlephAlpha_luminous-extended,1.01,0.72,0.1678688888888889,100,civil_comments
AlephAlpha_luminous-supreme,1.01,0.72,0.1678688888888889,100,civil_comments
ai21_j1-grande,1.01,0.75,0.14878111111111111,100,civil_comments
ai21_j1-grande-v2-beta,1.01,0.72,0.15547333333333335,100,civil_comments
ai21_j1-jumbo,1.01,0.39,0.17330777777777778,100,civil_comments
ai21_j1-large,1.01,0.72,0.1678688888888889,100,civil_comments
anthropic_stanford-online-all-v4-s3,1.01,0.6,0.20083555555555554,100,civil_comments
cohere_command-medium-beta,1.01,0.38,0.19619777777777778,100,civil_comments
cohere_command-xlarge-beta,1.01,0.6,0.17604444444444448,100,civil_comments
cohere_large-20220720,1.01,0.27,0.17528555555555556,100,civil_comments
cohere_medium-20220720,1.01,0.27,0.1876811111111111,100,civil_comments
cohere_medium-20221108,1.01,0.78,0.14828666666666668,100,civil_comments
cohere_small-20220720,1.01,0.78,0.15448444444444445,100,civil_comments
cohere_xlarge-20220609,1.01,0.32,0.16,100,civil_comments
cohere_xlarge-20221108,1.01,0.65,0.14836333333333335,100,civil_comments
microsoft_TNLGv2_530B,1.01,0.47,0.16372555555555557,100,civil_comments
microsoft_TNLGv2_7B,1.01,0.56,0.16844,100,civil_comments
openai_ada,1.01,0.71,0.17216555555555554,100,civil_comments
openai_babbage,1.01,0.6,0.1574511111111111,100,civil_comments
openai_curie,1.01,0.37,0.15711,100,civil_comments
openai_davinci,1.01,0.3,0.1809888888888889,100,civil_comments
openai_text-ada-001,1.01,0.78,0.14828666666666668,100,civil_comments
openai_text-babbage-001,1.01,0.78,0.14828666666666668,100,civil_comments
openai_text-curie-001,1.01,0.66,0.18125333333333335,100,civil_comments
openai_text-davinci-002,1.01,0.79,0.24935222222222223,100,civil_comments
openai_text-davinci-003,1.01,0.76,0.23125333333333334,100,civil_comments
together_bloom,1.01,0.64,0.19604444444444447,100,civil_comments
together_glm,1.01,0.78,0.14828666666666668,100,civil_comments
together_gpt-j-6b,1.01,0.29,0.18528555555555556,100,civil_comments
together_gpt-neox-20b,1.01,0.29,0.19148333333333334,100,civil_comments
together_opt-175b,1.01,0.21,0.16387888888888888,100,civil_comments
together_opt-66b,1.01,0.22,0.17197777777777776,100,civil_comments
together_t0pp,1.01,0.25,0.04752777777777778,100,civil_comments
together_t5-11b,1.01,0.58,0.1536488888888889,100,civil_comments
together_ul2,1.01,0.3,0.1252088888888889,100,civil_comments
together_yalm,1.01,0.7,0.13927555555555557,100,civil_comments
AlephAlpha_luminous-base,0.92,0.4,0.16281333333333334,100,civil_comments
AlephAlpha_luminous-extended,0.92,0.77,0.1649788888888889,100,civil_comments
AlephAlpha_luminous-supreme,0.92,0.79,0.21216555555555555,100,civil_comments
ai21_j1-grande,0.92,0.76,0.14448444444444444,100,civil_comments
ai21_j1-grande-v2-beta,0.92,0.77,0.1649788888888889,100,civil_comments
ai21_j1-jumbo,0.92,0.38,0.17140666666666668,100,civil_comments
ai21_j1-large,0.92,0.72,0.14307777777777778,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.92,0.56,0.18703333333333333,100,civil_comments
cohere_command-medium-beta,0.92,0.32,0.17239555555555555,100,civil_comments
cohere_command-xlarge-beta,0.92,0.62,0.19224222222222223,100,civil_comments
cohere_large-20220720,0.92,0.27,0.11330777777777777,100,civil_comments
cohere_medium-20220720,0.92,0.17,0.13768111111111112,100,civil_comments
cohere_medium-20221108,0.92,0.82,0.15589111111111112,100,civil_comments
cohere_small-20220720,0.92,0.82,0.1620888888888889,100,civil_comments
cohere_xlarge-20220609,0.92,0.4,0.1690111111111111,100,civil_comments
cohere_xlarge-20221108,0.92,0.67,0.13977,100,civil_comments
microsoft_TNLGv2_530B,0.92,0.45,0.17231888888888888,100,civil_comments
microsoft_TNLGv2_7B,0.92,0.54,0.13364888888888887,100,civil_comments
openai_ada,0.92,0.7,0.13927555555555557,100,civil_comments
openai_babbage,0.92,0.56,0.13125333333333333,100,civil_comments
openai_curie,0.92,0.36,0.16140666666666667,100,civil_comments
openai_davinci,0.92,0.28,0.15859333333333334,100,civil_comments
openai_text-ada-001,0.92,0.82,0.15589111111111112,100,civil_comments
openai_text-babbage-001,0.92,0.82,0.15589111111111112,100,civil_comments
openai_text-curie-001,0.92,0.68,0.16026444444444443,100,civil_comments
openai_text-davinci-002,0.92,0.75,0.22315444444444446,100,civil_comments
openai_text-davinci-003,0.92,0.69,0.21794555555555553,100,civil_comments
together_bloom,0.92,0.63,0.2065388888888889,100,civil_comments
together_glm,0.92,0.82,0.15589111111111112,100,civil_comments
together_gpt-j-6b,0.92,0.34,0.1761977777777778,100,civil_comments
together_gpt-neox-20b,0.92,0.21,0.15148333333333333,100,civil_comments
together_opt-175b,0.92,0.21,0.14528555555555556,100,civil_comments
together_opt-66b,0.92,0.18,0.14578,100,civil_comments
together_t0pp,0.92,0.45,0.08555,100,civil_comments
together_t5-11b,0.92,0.65,0.15456111111111112,100,civil_comments
together_ul2,0.92,0.33,0.15570333333333333,100,civil_comments
together_yalm,0.92,0.73,0.13878111111111113,100,civil_comments
AlephAlpha_luminous-base,1.0,0.47,0.19471444444444444,100,civil_comments
AlephAlpha_luminous-extended,1.0,0.76,0.16927555555555557,100,civil_comments
AlephAlpha_luminous-supreme,1.0,0.61,0.14075888888888888,100,civil_comments
ai21_j1-grande,1.0,0.73,0.16357222222222223,100,civil_comments
ai21_j1-grande-v2-beta,1.0,0.71,0.16596777777777777,100,civil_comments
ai21_j1-jumbo,1.0,0.4,0.20619777777777779,100,civil_comments
ai21_j1-large,1.0,0.72,0.1678688888888889,100,civil_comments
anthropic_stanford-online-all-v4-s3,1.0,0.55,0.2223188888888889,100,civil_comments
cohere_command-medium-beta,1.0,0.33,0.19908777777777778,100,civil_comments
cohere_command-xlarge-beta,1.0,0.58,0.2094288888888889,100,civil_comments
cohere_large-20220720,1.0,0.21,0.15148333333333333,100,civil_comments
cohere_medium-20220720,1.0,0.26,0.18578,100,civil_comments
cohere_medium-20221108,1.0,0.75,0.14258333333333334,100,civil_comments
cohere_small-20220720,1.0,0.76,0.14448444444444444,100,civil_comments
cohere_xlarge-20220609,1.0,0.34,0.1885933333333333,100,civil_comments
cohere_xlarge-20221108,1.0,0.64,0.14646222222222222,100,civil_comments
microsoft_TNLGv2_530B,1.0,0.48,0.19041777777777777,100,civil_comments
microsoft_TNLGv2_7B,1.0,0.56,0.15604444444444446,100,civil_comments
openai_ada,1.0,0.66,0.15646222222222222,100,civil_comments
openai_babbage,1.0,0.55,0.15414333333333333,100,civil_comments
openai_curie,1.0,0.38,0.19619777777777778,100,civil_comments
openai_davinci,1.0,0.32,0.20338444444444445,100,civil_comments
openai_text-ada-001,1.0,0.75,0.14258333333333334,100,civil_comments
openai_text-babbage-001,1.0,0.76,0.14448444444444444,100,civil_comments
openai_text-curie-001,1.0,0.57,0.14554999999999998,100,civil_comments
openai_text-davinci-002,1.0,0.76,0.25604444444444446,100,civil_comments
openai_text-davinci-003,1.0,0.75,0.26034111111111113,100,civil_comments
together_bloom,1.0,0.57,0.1951322222222222,100,civil_comments
together_glm,1.0,0.76,0.14448444444444444,100,civil_comments
together_gpt-j-6b,1.0,0.34,0.2009888888888889,100,civil_comments
together_gpt-neox-20b,1.0,0.24,0.18817555555555554,100,civil_comments
together_opt-175b,1.0,0.27,0.20007666666666665,100,civil_comments
together_opt-66b,1.0,0.25,0.19627444444444442,100,civil_comments
together_t0pp,1.0,0.3,0.05703333333333333,100,civil_comments
together_t5-11b,1.0,0.57,0.14554999999999998,100,civil_comments
together_ul2,1.0,0.36,0.19859333333333332,100,civil_comments
together_yalm,1.0,0.74,0.15307777777777778,100,civil_comments
AlephAlpha_luminous-base,1.05,0.33,0.12471444444444443,100,civil_comments
AlephAlpha_luminous-extended,1.05,0.73,0.15117666666666665,100,civil_comments
AlephAlpha_luminous-supreme,1.05,0.7,0.17646222222222221,100,civil_comments
ai21_j1-grande,1.05,0.74,0.14068222222222224,100,civil_comments
ai21_j1-grande-v2-beta,1.05,0.69,0.13117666666666666,100,civil_comments
ai21_j1-jumbo,1.05,0.39,0.17330777777777778,100,civil_comments
ai21_j1-large,1.05,0.73,0.15737444444444446,100,civil_comments
anthropic_stanford-online-all-v4-s3,1.05,0.51,0.17752777777777776,100,civil_comments
cohere_command-medium-beta,1.05,0.28,0.14619777777777776,100,civil_comments
cohere_command-xlarge-beta,1.05,0.58,0.17224222222222224,100,civil_comments
cohere_large-20220720,1.05,0.24,0.14479111111111112,100,civil_comments
cohere_medium-20220720,1.05,0.23,0.16768111111111111,100,civil_comments
cohere_medium-20221108,1.05,0.79,0.15638555555555556,100,civil_comments
cohere_small-20220720,1.05,0.79,0.15018777777777778,100,civil_comments
cohere_xlarge-20220609,1.05,0.28,0.14,100,civil_comments
cohere_xlarge-20221108,1.05,0.69,0.13737444444444447,100,civil_comments
microsoft_TNLGv2_530B,1.05,0.48,0.17802222222222222,100,civil_comments
microsoft_TNLGv2_7B,1.05,0.55,0.12315444444444446,100,civil_comments
openai_ada,1.05,0.71,0.17836333333333332,100,civil_comments
openai_babbage,1.05,0.59,0.14935222222222222,100,civil_comments
openai_curie,1.05,0.39,0.1609122222222222,100,civil_comments
openai_davinci,1.05,0.31,0.1890877777777778,100,civil_comments
openai_text-ada-001,1.05,0.78,0.14828666666666668,100,civil_comments
openai_text-babbage-001,1.05,0.79,0.15018777777777778,100,civil_comments
openai_text-curie-001,1.05,0.69,0.14977000000000001,100,civil_comments
openai_text-davinci-002,1.05,0.76,0.22505555555555556,100,civil_comments
openai_text-davinci-003,1.05,0.68,0.1974511111111111,100,civil_comments
together_bloom,1.05,0.58,0.17224222222222224,100,civil_comments
together_glm,1.05,0.79,0.15018777777777778,100,civil_comments
together_gpt-j-6b,1.05,0.25,0.15289,100,civil_comments
together_gpt-neox-20b,1.05,0.26,0.17338444444444445,100,civil_comments
together_opt-175b,1.05,0.22,0.17197777777777776,100,civil_comments
together_opt-66b,1.05,0.2,0.15578,100,civil_comments
together_t0pp,1.05,0.4,0.07604444444444444,100,civil_comments
together_t5-11b,1.05,0.6,0.14505555555555558,100,civil_comments
together_ul2,1.05,0.37,0.17570333333333335,100,civil_comments
together_yalm,1.05,0.71,0.14117666666666667,100,civil_comments
AlephAlpha_luminous-base,0.97,0.42,0.17281333333333332,100,civil_comments
AlephAlpha_luminous-extended,0.97,0.72,0.1678688888888889,100,civil_comments
AlephAlpha_luminous-supreme,0.97,0.64,0.14646222222222222,100,civil_comments
ai21_j1-grande,0.97,0.76,0.15068222222222225,100,civil_comments
ai21_j1-grande-v2-beta,0.97,0.75,0.16737444444444446,100,civil_comments
ai21_j1-jumbo,0.97,0.37,0.19429666666666667,100,civil_comments
ai21_j1-large,0.97,0.75,0.17357222222222224,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.97,0.64,0.24562666666666666,100,civil_comments
cohere_command-medium-beta,0.97,0.31,0.1890877777777778,100,civil_comments
cohere_command-xlarge-beta,0.97,0.59,0.19893444444444444,100,civil_comments
cohere_large-20220720,0.97,0.35,0.1966922222222222,100,civil_comments
cohere_medium-20220720,0.97,0.27,0.19387888888888888,100,civil_comments
cohere_medium-20221108,0.97,0.76,0.14448444444444444,100,civil_comments
cohere_small-20220720,0.97,0.75,0.14258333333333334,100,civil_comments
cohere_xlarge-20220609,0.97,0.36,0.19859333333333332,100,civil_comments
cohere_xlarge-20221108,0.97,0.67,0.16456111111111113,100,civil_comments
microsoft_TNLGv2_530B,0.97,0.47,0.19471444444444444,100,civil_comments
microsoft_TNLGv2_7B,0.97,0.56,0.14984666666666668,100,civil_comments
openai_ada,0.97,0.72,0.19266000000000003,100,civil_comments
openai_babbage,0.97,0.62,0.17984666666666665,100,civil_comments
openai_curie,0.97,0.38,0.1590111111111111,100,civil_comments
openai_davinci,0.97,0.35,0.2090877777777778,100,civil_comments
openai_text-ada-001,0.97,0.73,0.13878111111111113,100,civil_comments
openai_text-babbage-001,0.97,0.77,0.14638555555555555,100,civil_comments
openai_text-curie-001,0.97,0.69,0.1869566666666667,100,civil_comments
openai_text-davinci-002,0.97,0.75,0.24174777777777778,100,civil_comments
openai_text-davinci-003,0.97,0.68,0.22224222222222223,100,civil_comments
together_bloom,0.97,0.62,0.21703333333333333,100,civil_comments
together_glm,0.97,0.77,0.14638555555555555,100,civil_comments
together_gpt-j-6b,0.97,0.28,0.18338444444444446,100,civil_comments
together_gpt-neox-20b,0.97,0.28,0.18338444444444446,100,civil_comments
together_opt-175b,0.97,0.25,0.18387888888888887,100,civil_comments
together_opt-66b,0.97,0.24,0.18817555555555554,100,civil_comments
together_t0pp,0.97,0.3,0.05703333333333333,100,civil_comments
together_t5-11b,0.97,0.55,0.14794555555555555,100,civil_comments
together_ul2,0.97,0.37,0.1880988888888889,100,civil_comments
together_yalm,0.97,0.73,0.14497888888888888,100,civil_comments
AlephAlpha_luminous-base,0.99,0.42,0.15422,100,civil_comments
AlephAlpha_luminous-extended,0.99,0.78,0.16068222222222223,100,civil_comments
AlephAlpha_luminous-supreme,0.99,0.74,0.17786888888888888,100,civil_comments
ai21_j1-grande,0.99,0.78,0.15448444444444445,100,civil_comments
ai21_j1-grande-v2-beta,0.99,0.8,0.1706822222222222,100,civil_comments
ai21_j1-jumbo,0.99,0.39,0.1609122222222222,100,civil_comments
ai21_j1-large,0.99,0.79,0.18737444444444445,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.99,0.59,0.18034111111111112,100,civil_comments
cohere_command-medium-beta,0.99,0.31,0.1580988888888889,100,civil_comments
cohere_command-xlarge-beta,0.99,0.64,0.20224222222222224,100,civil_comments
cohere_large-20220720,0.99,0.25,0.14049444444444445,100,civil_comments
cohere_medium-20220720,0.99,0.17,0.12528555555555557,100,civil_comments
cohere_medium-20221108,0.99,0.82,0.15589111111111112,100,civil_comments
cohere_small-20220720,0.99,0.84,0.15969333333333335,100,civil_comments
cohere_xlarge-20220609,0.99,0.32,0.14760444444444445,100,civil_comments
cohere_xlarge-20221108,0.99,0.7,0.15167111111111112,100,civil_comments
microsoft_TNLGv2_530B,0.99,0.5,0.18802222222222223,100,civil_comments
microsoft_TNLGv2_7B,0.99,0.69,0.19315444444444446,100,civil_comments
openai_ada,0.99,0.72,0.14927555555555558,100,civil_comments
openai_babbage,0.99,0.63,0.16315444444444446,100,civil_comments
openai_curie,0.99,0.38,0.14661555555555555,100,civil_comments
openai_davinci,0.99,0.25,0.14049444444444445,100,civil_comments
openai_text-ada-001,0.99,0.83,0.15779222222222222,100,civil_comments
openai_text-babbage-001,0.99,0.84,0.15969333333333335,100,civil_comments
openai_text-curie-001,0.99,0.71,0.17216555555555554,100,civil_comments
openai_text-davinci-002,0.99,0.69,0.1869566666666667,100,civil_comments
openai_text-davinci-003,0.99,0.74,0.21505555555555556,100,civil_comments
together_bloom,0.99,0.54,0.16463777777777777,100,civil_comments
together_glm,0.99,0.84,0.15969333333333335,100,civil_comments
together_gpt-j-6b,0.99,0.22,0.12239555555555555,100,civil_comments
together_gpt-neox-20b,0.99,0.19,0.13528555555555555,100,civil_comments
together_opt-175b,0.99,0.17,0.13148333333333334,100,civil_comments
together_opt-66b,0.99,0.17,0.13148333333333334,100,civil_comments
together_t0pp,0.99,0.43,0.0817477777777778,100,civil_comments
together_t5-11b,0.99,0.53,0.12555,100,civil_comments
together_ul2,0.99,0.29,0.14190111111111112,100,civil_comments
together_yalm,0.99,0.79,0.1749788888888889,100,civil_comments
AlephAlpha_luminous-base,1.04,0.41,0.1523188888888889,100,civil_comments
AlephAlpha_luminous-extended,1.04,0.74,0.1716711111111111,100,civil_comments
AlephAlpha_luminous-supreme,1.04,0.82,0.2178688888888889,100,civil_comments
ai21_j1-grande,1.04,0.8,0.17688000000000004,100,civil_comments
ai21_j1-grande-v2-beta,1.04,0.78,0.16688000000000003,100,civil_comments
ai21_j1-jumbo,1.04,0.41,0.1833077777777778,100,civil_comments
ai21_j1-large,1.04,0.8,0.19547333333333333,100,civil_comments
anthropic_stanford-online-all-v4-s3,1.04,0.62,0.21703333333333333,100,civil_comments
cohere_command-medium-beta,1.04,0.3,0.1747911111111111,100,civil_comments
cohere_command-xlarge-beta,1.04,0.69,0.21794555555555553,100,civil_comments
cohere_large-20220720,1.04,0.27,0.16908777777777778,100,civil_comments
cohere_medium-20220720,1.04,0.21,0.16387888888888888,100,civil_comments
cohere_medium-20221108,1.04,0.78,0.14828666666666668,100,civil_comments
cohere_small-20220720,1.04,0.79,0.15018777777777778,100,civil_comments
cohere_xlarge-20220609,1.04,0.35,0.18429666666666666,100,civil_comments
cohere_xlarge-20221108,1.04,0.68,0.1664622222222222,100,civil_comments
microsoft_TNLGv2_530B,1.04,0.47,0.1823188888888889,100,civil_comments
microsoft_TNLGv2_7B,1.04,0.55,0.16034111111111113,100,civil_comments
openai_ada,1.04,0.73,0.17596777777777778,100,civil_comments
openai_babbage,1.04,0.56,0.11885777777777778,100,civil_comments
openai_curie,1.04,0.4,0.16281333333333334,100,civil_comments
openai_davinci,1.04,0.27,0.16908777777777778,100,civil_comments
openai_text-ada-001,1.04,0.78,0.14828666666666668,100,civil_comments
openai_text-babbage-001,1.04,0.8,0.15208888888888888,100,civil_comments
openai_text-curie-001,1.04,0.74,0.20266,100,civil_comments
openai_text-davinci-002,1.04,0.71,0.22174777777777777,100,civil_comments
openai_text-davinci-003,1.04,0.7,0.21984666666666666,100,civil_comments
together_bloom,1.04,0.62,0.2232311111111111,100,civil_comments
together_glm,1.04,0.8,0.15208888888888888,100,civil_comments
together_gpt-j-6b,1.04,0.29,0.1666922222222222,100,civil_comments
together_gpt-neox-20b,1.04,0.23,0.16768111111111111,100,civil_comments
together_opt-175b,1.04,0.23,0.16768111111111111,100,civil_comments
together_opt-66b,1.04,0.21,0.16387888888888888,100,civil_comments
together_t0pp,1.04,0.36,0.06844,100,civil_comments
together_t5-11b,1.04,0.61,0.15315444444444445,100,civil_comments
together_ul2,1.04,0.34,0.15760444444444446,100,civil_comments
together_yalm,1.04,0.77,0.15258333333333335,100,civil_comments
AlephAlpha_luminous-base,1.11,0.42,0.1790111111111111,100,civil_comments
AlephAlpha_luminous-extended,1.11,0.7,0.15167111111111112,100,civil_comments
AlephAlpha_luminous-supreme,1.11,0.67,0.1707588888888889,100,civil_comments
ai21_j1-grande,1.11,0.74,0.15927555555555556,100,civil_comments
ai21_j1-grande-v2-beta,1.11,0.72,0.14927555555555558,100,civil_comments
ai21_j1-jumbo,1.11,0.34,0.16380222222222224,100,civil_comments
ai21_j1-large,1.11,0.74,0.15307777777777778,100,civil_comments
anthropic_stanford-online-all-v4-s3,1.11,0.58,0.22802222222222224,100,civil_comments
cohere_command-medium-beta,1.11,0.29,0.16049444444444444,100,civil_comments
cohere_command-xlarge-beta,1.11,0.56,0.16224222222222223,100,civil_comments
cohere_large-20220720,1.11,0.24,0.1509888888888889,100,civil_comments
cohere_medium-20220720,1.11,0.22,0.16577999999999998,100,civil_comments
cohere_medium-20221108,1.11,0.79,0.15018777777777778,100,civil_comments
cohere_small-20220720,1.11,0.8,0.15208888888888888,100,civil_comments
cohere_xlarge-20220609,1.11,0.28,0.15239555555555553,100,civil_comments
cohere_xlarge-20221108,1.11,0.66,0.1378688888888889,100,civil_comments
microsoft_TNLGv2_530B,1.11,0.47,0.1823188888888889,100,civil_comments
microsoft_TNLGv2_7B,1.11,0.65,0.17935222222222222,100,civil_comments
openai_ada,1.11,0.72,0.17406666666666668,100,civil_comments
openai_babbage,1.11,0.71,0.20315444444444444,100,civil_comments
openai_curie,1.11,0.36,0.17380222222222222,100,civil_comments
openai_davinci,1.11,0.28,0.15859333333333334,100,civil_comments
openai_text-ada-001,1.11,0.8,0.15828666666666666,100,civil_comments
openai_text-babbage-001,1.11,0.79,0.15018777777777778,100,civil_comments
openai_text-curie-001,1.11,0.61,0.14075888888888888,100,civil_comments
openai_text-davinci-002,1.11,0.7,0.21984666666666666,100,civil_comments
openai_text-davinci-003,1.11,0.75,0.23555,100,civil_comments
together_bloom,1.11,0.67,0.20794555555555555,100,civil_comments
together_glm,1.11,0.8,0.15208888888888888,100,civil_comments
together_gpt-j-6b,1.11,0.34,0.1885933333333333,100,civil_comments
together_gpt-neox-20b,1.11,0.27,0.17528555555555556,100,civil_comments
together_opt-175b,1.11,0.21,0.15148333333333333,100,civil_comments
together_opt-66b,1.11,0.24,0.16958222222222222,100,civil_comments
together_t0pp,1.11,0.37,0.07034111111111112,100,civil_comments
together_t5-11b,1.11,0.59,0.14935222222222222,100,civil_comments
together_ul2,1.11,0.32,0.17239555555555555,100,civil_comments
together_yalm,1.11,0.74,0.14688,100,civil_comments
AlephAlpha_luminous-base,1.03,0.45,0.20950555555555556,100,civil_comments
AlephAlpha_luminous-extended,1.03,0.76,0.17547333333333334,100,civil_comments
AlephAlpha_luminous-supreme,1.03,0.74,0.17786888888888888,100,civil_comments
ai21_j1-grande,1.03,0.75,0.1611766666666667,100,civil_comments
ai21_j1-grande-v2-beta,1.03,0.78,0.16688000000000003,100,civil_comments
ai21_j1-jumbo,1.03,0.44,0.20140666666666668,100,civil_comments
ai21_j1-large,1.03,0.77,0.18357222222222222,100,civil_comments
anthropic_stanford-online-all-v4-s3,1.03,0.65,0.20414333333333334,100,civil_comments
cohere_command-medium-beta,1.03,0.36,0.19859333333333332,100,civil_comments
cohere_command-xlarge-beta,1.03,0.62,0.19844,100,civil_comments
cohere_large-20220720,1.03,0.41,0.2080988888888889,100,civil_comments
cohere_medium-20220720,1.03,0.24,0.18197777777777777,100,civil_comments
cohere_medium-20221108,1.03,0.76,0.14448444444444444,100,civil_comments
cohere_small-20220720,1.03,0.77,0.14638555555555555,100,civil_comments
cohere_xlarge-20220609,1.03,0.44,0.22,100,civil_comments
cohere_xlarge-20221108,1.03,0.7,0.17646222222222221,100,civil_comments
microsoft_TNLGv2_530B,1.03,0.55,0.20992333333333335,100,civil_comments
microsoft_TNLGv2_7B,1.03,0.59,0.21133,100,civil_comments
openai_ada,1.03,0.7,0.1578688888888889,100,civil_comments
openai_babbage,1.03,0.69,0.1683633333333333,100,civil_comments
openai_curie,1.03,0.41,0.19570333333333334,100,civil_comments
openai_davinci,1.03,0.36,0.19859333333333332,100,civil_comments
openai_text-ada-001,1.03,0.75,0.14258333333333334,100,civil_comments
openai_text-babbage-001,1.03,0.77,0.14638555555555555,100,civil_comments
openai_text-curie-001,1.03,0.73,0.2007588888888889,100,civil_comments
openai_text-davinci-002,1.03,0.69,0.20555,100,civil_comments
openai_text-davinci-003,1.03,0.67,0.21414333333333335,100,civil_comments
together_bloom,1.03,0.64,0.20224222222222224,100,civil_comments
together_glm,1.03,0.77,0.14638555555555555,100,civil_comments
together_gpt-j-6b,1.03,0.38,0.20239555555555555,100,civil_comments
together_gpt-neox-20b,1.03,0.27,0.18148333333333333,100,civil_comments
together_opt-175b,1.03,0.25,0.19007666666666664,100,civil_comments
together_opt-66b,1.03,0.23,0.18627444444444444,100,civil_comments
together_t0pp,1.03,0.29,0.05513222222222223,100,civil_comments
together_t5-11b,1.03,0.6,0.16364888888888887,100,civil_comments
together_ul2,1.03,0.39,0.19809888888888888,100,civil_comments
together_yalm,1.03,0.71,0.1349788888888889,100,civil_comments
AlephAlpha_luminous-base,1.03,0.46,0.1804177777777778,100,civil_comments
AlephAlpha_luminous-extended,1.03,0.79,0.1687811111111111,100,civil_comments
