model,train_trial_index,score,balanced_score,n_samples,scenario
openai_ada,0.94,0.73,0.15117666666666665,100,civil_comments
openai_babbage,0.94,0.7,0.18266000000000002,100,civil_comments
openai_curie,0.94,0.37,0.12612111111111113,100,civil_comments
openai_davinci,0.94,0.28,0.14619777777777776,100,civil_comments
openai_text-ada-001,0.94,0.82,0.15589111111111112,100,civil_comments
openai_text-babbage-001,0.94,0.81,0.15399000000000002,100,civil_comments
openai_text-curie-001,0.94,0.71,0.16596777777777777,100,civil_comments
openai_text-davinci-002,0.94,0.68,0.18505555555555556,100,civil_comments
openai_text-davinci-003,0.94,0.71,0.20935222222222222,100,civil_comments
together_bloom,0.94,0.63,0.16935222222222224,100,civil_comments
together_glm,0.94,0.82,0.15589111111111112,100,civil_comments
together_gpt-j-6b,0.94,0.3,0.16859333333333332,100,civil_comments
together_gpt-neox-20b,0.94,0.26,0.1609888888888889,100,civil_comments
together_opt-175b,0.94,0.21,0.15148333333333333,100,civil_comments
together_opt-66b,0.94,0.2,0.14958222222222223,100,civil_comments
together_t0pp,0.94,0.35,0.06653888888888888,100,civil_comments
together_t5-11b,0.94,0.62,0.13646222222222223,100,civil_comments
together_ul2,0.94,0.32,0.14140666666666665,100,civil_comments
together_yalm,0.94,0.76,0.15688000000000002,100,civil_comments
AlephAlpha_luminous-base,1.06,0.35,0.16570333333333334,100,civil_comments
AlephAlpha_luminous-extended,1.06,0.7,0.13307777777777777,100,civil_comments
AlephAlpha_luminous-supreme,1.06,0.71,0.17216555555555554,100,civil_comments
ai21_j1-grande,1.06,0.74,0.15307777777777778,100,civil_comments
ai21_j1-grande-v2-beta,1.06,0.7,0.14547333333333334,100,civil_comments
ai21_j1-jumbo,1.06,0.38,0.19619777777777778,100,civil_comments
ai21_j1-large,1.06,0.73,0.15737444444444446,100,civil_comments
anthropic_stanford-online-all-v4-s3,1.06,0.5,0.17562666666666665,100,civil_comments
cohere_command-medium-beta,1.06,0.32,0.19718666666666668,100,civil_comments
cohere_command-xlarge-beta,1.06,0.59,0.19273666666666667,100,civil_comments
cohere_large-20220720,1.06,0.25,0.16528555555555557,100,civil_comments
cohere_medium-20220720,1.06,0.25,0.18387888888888887,100,civil_comments
cohere_medium-20221108,1.06,0.75,0.14258333333333334,100,civil_comments
cohere_small-20220720,1.06,0.79,0.15638555555555556,100,civil_comments
cohere_xlarge-20220609,1.06,0.3,0.18718666666666667,100,civil_comments
cohere_xlarge-20221108,1.06,0.7,0.18266000000000002,100,civil_comments
microsoft_TNLGv2_530B,1.06,0.44,0.1890111111111111,100,civil_comments
microsoft_TNLGv2_7B,1.06,0.48,0.13463777777777777,100,civil_comments
openai_ada,1.06,0.69,0.17456111111111114,100,civil_comments
openai_babbage,1.06,0.59,0.18034111111111112,100,civil_comments
openai_curie,1.06,0.37,0.16950555555555558,100,civil_comments
openai_davinci,1.06,0.28,0.1771866666666667,100,civil_comments
openai_text-ada-001,1.06,0.76,0.14448444444444444,100,civil_comments
openai_text-babbage-001,1.06,0.78,0.14828666666666668,100,civil_comments
openai_text-curie-001,1.06,0.63,0.16315444444444446,100,civil_comments
openai_text-davinci-002,1.06,0.66,0.19364888888888887,100,civil_comments
openai_text-davinci-003,1.06,0.66,0.19984666666666664,100,civil_comments
together_bloom,1.06,0.56,0.18703333333333333,100,civil_comments
together_glm,1.06,0.78,0.14828666666666668,100,civil_comments
together_gpt-j-6b,1.06,0.28,0.18338444444444446,100,civil_comments
together_gpt-neox-20b,1.06,0.24,0.18197777777777777,100,civil_comments
together_opt-175b,1.06,0.22,0.17817555555555553,100,civil_comments
together_opt-66b,1.06,0.23,0.18007666666666666,100,civil_comments
together_t0pp,1.06,0.37,0.07034111111111112,100,civil_comments
together_t5-11b,1.06,0.65,0.16695666666666667,100,civil_comments
together_ul2,1.06,0.32,0.1847911111111111,100,civil_comments
together_yalm,1.06,0.69,0.13737444444444447,100,civil_comments
AlephAlpha_luminous-base,0.94,0.37,0.1323188888888889,100,civil_comments
AlephAlpha_luminous-extended,0.94,0.69,0.13737444444444447,100,civil_comments
AlephAlpha_luminous-supreme,0.94,0.72,0.18026444444444445,100,civil_comments
ai21_j1-grande,0.94,0.84,0.17828666666666668,100,civil_comments
ai21_j1-grande-v2-beta,0.94,0.79,0.1687811111111111,100,civil_comments
ai21_j1-jumbo,0.94,0.36,0.1552088888888889,100,civil_comments
ai21_j1-large,0.94,0.76,0.17547333333333334,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.94,0.43,0.13752777777777778,100,civil_comments
cohere_command-medium-beta,0.94,0.31,0.16429666666666665,100,civil_comments
cohere_command-xlarge-beta,0.94,0.64,0.20224222222222224,100,civil_comments
cohere_large-20220720,0.94,0.23,0.12429666666666667,100,civil_comments
cohere_medium-20220720,0.94,0.16,0.12338444444444445,100,civil_comments
cohere_medium-20221108,0.94,0.81,0.15399000000000002,100,civil_comments
cohere_small-20220720,0.94,0.83,0.15779222222222222,100,civil_comments
cohere_xlarge-20220609,0.94,0.28,0.12140666666666666,100,civil_comments
cohere_xlarge-20221108,0.94,0.8,0.19547333333333333,100,civil_comments
microsoft_TNLGv2_530B,0.94,0.48,0.16562666666666664,100,civil_comments
microsoft_TNLGv2_7B,0.94,0.61,0.17174777777777778,100,civil_comments
openai_ada,0.94,0.7,0.14547333333333334,100,civil_comments
openai_babbage,0.94,0.62,0.12406666666666666,100,civil_comments
openai_curie,0.94,0.31,0.12711,100,civil_comments
openai_davinci,0.94,0.3,0.16239555555555554,100,civil_comments
openai_text-ada-001,0.94,0.83,0.15779222222222222,100,civil_comments
openai_text-babbage-001,0.94,0.82,0.15589111111111112,100,civil_comments
openai_text-curie-001,0.94,0.62,0.14266,100,civil_comments
openai_text-davinci-002,0.94,0.62,0.19224222222222223,100,civil_comments
openai_text-davinci-003,0.94,0.58,0.1846377777777778,100,civil_comments
together_bloom,0.94,0.6,0.17604444444444448,100,civil_comments
together_glm,0.94,0.83,0.15779222222222222,100,civil_comments
together_gpt-j-6b,0.94,0.25,0.14049444444444445,100,civil_comments
together_gpt-neox-20b,0.94,0.18,0.13338444444444444,100,civil_comments
together_opt-175b,0.94,0.2,0.13718666666666668,100,civil_comments
together_opt-66b,0.94,0.19,0.14148333333333332,100,civil_comments
together_t0pp,0.94,0.37,0.07034111111111112,100,civil_comments
together_t5-11b,0.94,0.64,0.14026444444444444,100,civil_comments
together_ul2,0.94,0.38,0.1590111111111111,100,civil_comments
together_yalm,0.94,0.8,0.15208888888888888,100,civil_comments
AlephAlpha_luminous-base,0.97,0.46,0.18661555555555556,100,civil_comments
AlephAlpha_luminous-extended,0.97,0.72,0.15547333333333335,100,civil_comments
AlephAlpha_luminous-supreme,0.97,0.73,0.18216555555555555,100,civil_comments
ai21_j1-grande,0.97,0.75,0.16737444444444446,100,civil_comments
ai21_j1-grande-v2-beta,0.97,0.71,0.14737444444444445,100,civil_comments
ai21_j1-jumbo,0.97,0.39,0.19809888888888888,100,civil_comments
ai21_j1-large,0.97,0.72,0.1678688888888889,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.97,0.61,0.20893444444444445,100,civil_comments
cohere_command-medium-beta,0.97,0.35,0.1966922222222222,100,civil_comments
cohere_command-xlarge-beta,0.97,0.61,0.1965388888888889,100,civil_comments
cohere_large-20220720,0.97,0.32,0.1909888888888889,100,civil_comments
cohere_medium-20220720,0.97,0.28,0.1895822222222222,100,civil_comments
cohere_medium-20221108,0.97,0.77,0.14638555555555555,100,civil_comments
cohere_small-20220720,0.97,0.76,0.14448444444444444,100,civil_comments
cohere_xlarge-20220609,0.97,0.32,0.1847911111111111,100,civil_comments
cohere_xlarge-20221108,0.97,0.67,0.15836333333333333,100,civil_comments
microsoft_TNLGv2_530B,0.97,0.51,0.1961211111111111,100,civil_comments
microsoft_TNLGv2_7B,0.97,0.57,0.17034111111111114,100,civil_comments
openai_ada,0.97,0.69,0.16216555555555556,100,civil_comments
openai_babbage,0.97,0.57,0.1393522222222222,100,civil_comments
openai_curie,0.97,0.4,0.1814066666666667,100,civil_comments
openai_davinci,0.97,0.36,0.19239555555555554,100,civil_comments
openai_text-ada-001,0.97,0.77,0.14638555555555555,100,civil_comments
openai_text-babbage-001,0.97,0.77,0.14638555555555555,100,civil_comments
openai_text-curie-001,0.97,0.69,0.16216555555555556,100,civil_comments
openai_text-davinci-002,0.97,0.71,0.22174777777777777,100,civil_comments
openai_text-davinci-003,0.97,0.65,0.2165388888888889,100,civil_comments
together_bloom,0.97,0.62,0.21083555555555555,100,civil_comments
together_glm,0.97,0.77,0.14638555555555555,100,civil_comments
together_gpt-j-6b,0.97,0.32,0.1909888888888889,100,civil_comments
together_gpt-neox-20b,0.97,0.27,0.18148333333333333,100,civil_comments
together_opt-175b,0.97,0.25,0.19007666666666664,100,civil_comments
together_opt-66b,0.97,0.25,0.19007666666666664,100,civil_comments
together_t0pp,0.97,0.31,0.05893444444444444,100,civil_comments
together_t5-11b,0.97,0.6,0.16364888888888887,100,civil_comments
together_ul2,0.97,0.53,0.2309122222222222,100,civil_comments
together_yalm,0.97,0.72,0.14307777777777778,100,civil_comments
AlephAlpha_luminous-base,1.09,0.41,0.16471444444444444,100,civil_comments
AlephAlpha_luminous-extended,1.09,0.67,0.12737444444444446,100,civil_comments
AlephAlpha_luminous-supreme,1.09,0.74,0.18406666666666666,100,civil_comments
ai21_j1-grande,1.09,0.78,0.14828666666666668,100,civil_comments
ai21_j1-grande-v2-beta,1.09,0.78,0.15448444444444445,100,civil_comments
ai21_j1-jumbo,1.09,0.39,0.1919011111111111,100,civil_comments
ai21_j1-large,1.09,0.79,0.1749788888888889,100,civil_comments
anthropic_stanford-online-all-v4-s3,1.09,0.48,0.16562666666666664,100,civil_comments
cohere_command-medium-beta,1.09,0.36,0.19239555555555554,100,civil_comments
cohere_command-xlarge-beta,1.09,0.61,0.19034111111111113,100,civil_comments
cohere_large-20220720,1.09,0.23,0.15528555555555557,100,civil_comments
cohere_medium-20220720,1.09,0.19,0.15387888888888887,100,civil_comments
cohere_medium-20221108,1.09,0.79,0.15018777777777778,100,civil_comments
cohere_small-20220720,1.09,0.79,0.15018777777777778,100,civil_comments
cohere_xlarge-20220609,1.09,0.28,0.14,100,civil_comments
cohere_xlarge-20221108,1.09,0.68,0.16026444444444443,100,civil_comments
microsoft_TNLGv2_530B,1.09,0.47,0.18851666666666667,100,civil_comments
microsoft_TNLGv2_7B,1.09,0.58,0.14745111111111112,100,civil_comments
openai_ada,1.09,0.71,0.15357222222222222,100,civil_comments
openai_babbage,1.09,0.53,0.12555,100,civil_comments
openai_curie,1.09,0.34,0.1390111111111111,100,civil_comments
openai_davinci,1.09,0.26,0.17338444444444445,100,civil_comments
openai_text-ada-001,1.09,0.77,0.14638555555555555,100,civil_comments
openai_text-babbage-001,1.09,0.79,0.15018777777777778,100,civil_comments
openai_text-curie-001,1.09,0.73,0.17596777777777778,100,civil_comments
openai_text-davinci-002,1.09,0.7,0.2136488888888889,100,civil_comments
openai_text-davinci-003,1.09,0.71,0.22794555555555554,100,civil_comments
together_bloom,1.09,0.62,0.21083555555555555,100,civil_comments
together_glm,1.09,0.79,0.15018777777777778,100,civil_comments
together_gpt-j-6b,1.09,0.27,0.16908777777777778,100,civil_comments
together_gpt-neox-20b,1.09,0.24,0.16958222222222222,100,civil_comments
together_opt-175b,1.09,0.23,0.1738788888888889,100,civil_comments
together_opt-66b,1.09,0.22,0.17197777777777776,100,civil_comments
together_t0pp,1.09,0.4,0.07604444444444444,100,civil_comments
together_t5-11b,1.09,0.64,0.17125333333333334,100,civil_comments
together_ul2,1.09,0.29,0.15429666666666667,100,civil_comments
together_yalm,1.09,0.75,0.14878111111111111,100,civil_comments
AlephAlpha_luminous-base,0.92,0.35,0.15330777777777777,100,civil_comments
AlephAlpha_luminous-extended,0.92,0.71,0.14117666666666667,100,civil_comments
AlephAlpha_luminous-supreme,0.92,0.78,0.18547333333333335,100,civil_comments
ai21_j1-grande,0.92,0.82,0.17448444444444444,100,civil_comments
ai21_j1-grande-v2-beta,0.92,0.78,0.16688000000000003,100,civil_comments
ai21_j1-jumbo,0.92,0.32,0.15380222222222223,100,civil_comments
ai21_j1-large,0.92,0.7,0.1578688888888889,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.92,0.43,0.12513222222222223,100,civil_comments
cohere_command-medium-beta,0.92,0.29,0.15429666666666667,100,civil_comments
cohere_command-xlarge-beta,0.92,0.57,0.15794555555555556,100,civil_comments
cohere_large-20220720,0.92,0.21,0.13289,100,civil_comments
cohere_medium-20220720,0.92,0.19,0.12908777777777777,100,civil_comments
cohere_medium-20221108,0.92,0.83,0.15779222222222222,100,civil_comments
cohere_small-20220720,0.92,0.82,0.15589111111111112,100,civil_comments
cohere_xlarge-20220609,0.92,0.3,0.13140666666666667,100,civil_comments
cohere_xlarge-20221108,0.92,0.73,0.17596777777777778,100,civil_comments
microsoft_TNLGv2_530B,0.92,0.47,0.15133000000000002,100,civil_comments
microsoft_TNLGv2_7B,0.92,0.55,0.14794555555555555,100,civil_comments
openai_ada,0.92,0.73,0.15737444444444446,100,civil_comments
openai_babbage,0.92,0.62,0.15505555555555556,100,civil_comments
openai_curie,0.92,0.36,0.16140666666666667,100,civil_comments
openai_davinci,0.92,0.24,0.13859333333333335,100,civil_comments
openai_text-ada-001,0.92,0.82,0.15589111111111112,100,civil_comments
openai_text-babbage-001,0.92,0.83,0.15779222222222222,100,civil_comments
openai_text-curie-001,0.92,0.68,0.15406666666666666,100,civil_comments
openai_text-davinci-002,0.92,0.72,0.1988577777777778,100,civil_comments
openai_text-davinci-003,0.92,0.65,0.19174777777777777,100,civil_comments
together_bloom,0.92,0.54,0.15844000000000003,100,civil_comments
together_glm,0.92,0.84,0.15969333333333335,100,civil_comments
together_gpt-j-6b,0.92,0.25,0.13429666666666665,100,civil_comments
together_gpt-neox-20b,0.92,0.19,0.12908777777777777,100,civil_comments
together_opt-175b,0.92,0.17,0.13148333333333334,100,civil_comments
together_opt-66b,0.92,0.17,0.13148333333333334,100,civil_comments
together_t0pp,0.92,0.36,0.06844,100,civil_comments
together_t5-11b,0.92,0.54,0.11505555555555556,100,civil_comments
together_ul2,0.92,0.24,0.11380222222222222,100,civil_comments
together_yalm,0.92,0.75,0.14258333333333334,100,civil_comments
AlephAlpha_luminous-base,0.94,0.47,0.1823188888888889,100,civil_comments
AlephAlpha_luminous-extended,0.94,0.75,0.14878111111111111,100,civil_comments
AlephAlpha_luminous-supreme,0.94,0.68,0.15406666666666666,100,civil_comments
ai21_j1-grande,0.94,0.8,0.16448444444444443,100,civil_comments
ai21_j1-grande-v2-beta,0.94,0.78,0.16688000000000003,100,civil_comments
ai21_j1-jumbo,0.94,0.4,0.1690111111111111,100,civil_comments
ai21_j1-large,0.94,0.76,0.16927555555555557,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.94,0.54,0.1832311111111111,100,civil_comments
cohere_command-medium-beta,0.94,0.3,0.16239555555555554,100,civil_comments
cohere_command-xlarge-beta,0.94,0.56,0.14364888888888888,100,civil_comments
cohere_large-20220720,0.94,0.24,0.13239555555555554,100,civil_comments
cohere_medium-20220720,0.94,0.25,0.16528555555555557,100,civil_comments
cohere_medium-20221108,0.94,0.81,0.1601877777777778,100,civil_comments
cohere_small-20220720,0.94,0.79,0.15018777777777778,100,civil_comments
cohere_xlarge-20220609,0.94,0.37,0.15711,100,civil_comments
cohere_xlarge-20221108,0.94,0.69,0.1683633333333333,100,civil_comments
microsoft_TNLGv2_530B,0.94,0.45,0.15372555555555556,100,civil_comments
microsoft_TNLGv2_7B,0.94,0.62,0.17364888888888888,100,civil_comments
openai_ada,0.94,0.74,0.15307777777777778,100,civil_comments
openai_babbage,0.94,0.63,0.1569566666666667,100,civil_comments
openai_curie,0.94,0.4,0.1504177777777778,100,civil_comments
openai_davinci,0.94,0.29,0.16049444444444444,100,civil_comments
openai_text-ada-001,0.94,0.81,0.15399000000000002,100,civil_comments
openai_text-babbage-001,0.94,0.81,0.15399000000000002,100,civil_comments
openai_text-curie-001,0.94,0.71,0.17216555555555554,100,civil_comments
openai_text-davinci-002,0.94,0.62,0.19844,100,civil_comments
openai_text-davinci-003,0.94,0.55,0.17893444444444445,100,civil_comments
together_bloom,0.94,0.48,0.13463777777777777,100,civil_comments
together_glm,0.94,0.81,0.15399000000000002,100,civil_comments
together_gpt-j-6b,0.94,0.29,0.16049444444444444,100,civil_comments
together_gpt-neox-20b,0.94,0.26,0.1547911111111111,100,civil_comments
together_opt-175b,0.94,0.2,0.15578,100,civil_comments
together_opt-66b,0.94,0.2,0.15578,100,civil_comments
together_t0pp,0.94,0.37,0.07034111111111112,100,civil_comments
together_t5-11b,0.94,0.54,0.12125333333333334,100,civil_comments
together_ul2,0.94,0.32,0.14140666666666665,100,civil_comments
together_yalm,0.94,0.79,0.1687811111111111,100,civil_comments
AlephAlpha_luminous-base,1.08,0.44,0.16422,100,civil_comments
AlephAlpha_luminous-extended,1.08,0.71,0.14737444444444445,100,civil_comments
AlephAlpha_luminous-supreme,1.08,0.74,0.15927555555555556,100,civil_comments
ai21_j1-grande,1.08,0.78,0.15448444444444445,100,civil_comments
ai21_j1-grande-v2-beta,1.08,0.82,0.1930777777777778,100,civil_comments
ai21_j1-jumbo,1.08,0.35,0.15330777777777777,100,civil_comments
ai21_j1-large,1.08,0.72,0.14307777777777778,100,civil_comments
anthropic_stanford-online-all-v4-s3,1.08,0.59,0.19893444444444444,100,civil_comments
cohere_command-medium-beta,1.08,0.33,0.1619011111111111,100,civil_comments
cohere_command-xlarge-beta,1.08,0.63,0.20034111111111114,100,civil_comments
cohere_large-20220720,1.08,0.23,0.14289,100,civil_comments
cohere_medium-20220720,1.08,0.22,0.15338444444444443,100,civil_comments
cohere_medium-20221108,1.08,0.82,0.15589111111111112,100,civil_comments
cohere_small-20220720,1.08,0.82,0.1620888888888889,100,civil_comments
cohere_xlarge-20220609,1.08,0.35,0.15950555555555554,100,civil_comments
cohere_xlarge-20221108,1.08,0.61,0.11596777777777778,100,civil_comments
microsoft_TNLGv2_530B,1.08,0.5,0.18802222222222223,100,civil_comments
microsoft_TNLGv2_7B,1.08,0.53,0.12555,100,civil_comments
openai_ada,1.08,0.73,0.18216555555555555,100,civil_comments
openai_babbage,1.08,0.64,0.17125333333333334,100,civil_comments
openai_curie,1.08,0.4,0.17520888888888891,100,civil_comments
openai_davinci,1.08,0.26,0.14859333333333333,100,civil_comments
openai_text-ada-001,1.08,0.83,0.17018777777777777,100,civil_comments
openai_text-babbage-001,1.08,0.81,0.15399000000000002,100,civil_comments
openai_text-curie-001,1.08,0.69,0.1559677777777778,100,civil_comments
openai_text-davinci-002,1.08,0.73,0.21935222222222223,100,civil_comments
openai_text-davinci-003,1.08,0.75,0.22935222222222224,100,civil_comments
together_bloom,1.08,0.64,0.19604444444444447,100,civil_comments
together_glm,1.08,0.82,0.15589111111111112,100,civil_comments
together_gpt-j-6b,1.08,0.33,0.17429666666666666,100,civil_comments
together_gpt-neox-20b,1.08,0.22,0.1471866666666667,100,civil_comments
together_opt-175b,1.08,0.18,0.14578,100,civil_comments
together_opt-66b,1.08,0.2,0.14958222222222223,100,civil_comments
together_t0pp,1.08,0.51,0.09695666666666668,100,civil_comments
together_t5-11b,1.08,0.65,0.14836333333333335,100,civil_comments
together_ul2,1.08,0.34,0.17,100,civil_comments
together_yalm,1.08,0.76,0.14448444444444444,100,civil_comments
AlephAlpha_luminous-base,0.93,0.37,0.10752777777777778,100,civil_comments
AlephAlpha_luminous-extended,0.93,0.8,0.15208888888888888,100,civil_comments
AlephAlpha_luminous-supreme,0.93,0.71,0.14737444444444445,100,civil_comments
ai21_j1-grande,0.93,0.81,0.15399000000000002,100,civil_comments
ai21_j1-grande-v2-beta,0.93,0.85,0.18638555555555555,100,civil_comments
ai21_j1-jumbo,0.93,0.34,0.12661555555555556,100,civil_comments
ai21_j1-large,0.93,0.78,0.15448444444444445,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.93,0.59,0.18034111111111112,100,civil_comments
cohere_command-medium-beta,0.93,0.25,0.12809888888888887,100,civil_comments
cohere_command-xlarge-beta,0.93,0.65,0.18555,100,civil_comments
cohere_large-20220720,0.93,0.2,0.1,100,civil_comments
cohere_medium-20220720,0.93,0.15,0.10908777777777777,100,civil_comments
cohere_medium-20221108,0.93,0.86,0.1634955555555556,100,civil_comments
cohere_small-20220720,0.93,0.86,0.16969333333333336,100,civil_comments
cohere_xlarge-20220609,0.93,0.28,0.11520888888888889,100,civil_comments
cohere_xlarge-20221108,0.93,0.72,0.14307777777777778,100,civil_comments
microsoft_TNLGv2_530B,0.93,0.46,0.13703333333333334,100,civil_comments
microsoft_TNLGv2_7B,0.93,0.63,0.1507588888888889,100,civil_comments
openai_ada,0.93,0.72,0.16167111111111113,100,civil_comments
openai_babbage,0.93,0.66,0.1378688888888889,100,civil_comments
openai_curie,0.93,0.35,0.11612111111111112,100,civil_comments
openai_davinci,0.93,0.29,0.14190111111111112,100,civil_comments
openai_text-ada-001,0.93,0.83,0.15779222222222222,100,civil_comments
openai_text-babbage-001,0.93,0.86,0.1634955555555556,100,civil_comments
openai_text-curie-001,0.93,0.75,0.17357222222222224,100,civil_comments
openai_text-davinci-002,0.93,0.74,0.1964622222222222,100,civil_comments
openai_text-davinci-003,0.93,0.7,0.19505555555555557,100,civil_comments
together_bloom,0.93,0.54,0.13984666666666667,100,civil_comments
together_glm,0.93,0.86,0.1634955555555556,100,civil_comments
together_gpt-j-6b,0.93,0.23,0.13049444444444444,100,civil_comments
together_gpt-neox-20b,0.93,0.2,0.12479111111111112,100,civil_comments
together_opt-175b,0.93,0.17,0.11288999999999999,100,civil_comments
together_opt-66b,0.93,0.15,0.10908777777777777,100,civil_comments
together_t0pp,0.93,0.37,0.07034111111111112,100,civil_comments
together_t5-11b,0.93,0.65,0.14216555555555557,100,civil_comments
together_ul2,0.93,0.31,0.13330777777777778,100,civil_comments
together_yalm,0.93,0.83,0.15779222222222222,100,civil_comments
AlephAlpha_luminous-base,0.91,0.41,0.1833077777777778,100,civil_comments
AlephAlpha_luminous-extended,0.91,0.61,0.12836333333333333,100,civil_comments
AlephAlpha_luminous-supreme,0.91,0.61,0.17174777777777778,100,civil_comments
ai21_j1-grande,0.91,0.7,0.1578688888888889,100,civil_comments
ai21_j1-grande-v2-beta,0.91,0.67,0.14596777777777778,100,civil_comments
ai21_j1-jumbo,0.91,0.5,0.24380222222222223,100,civil_comments
ai21_j1-large,0.91,0.69,0.17456111111111114,100,civil_comments
anthropic_stanford-online-all-v4-s3,0.91,0.62,0.25422,100,civil_comments
cohere_command-medium-beta,0.91,0.35,0.2338788888888889,100,civil_comments
cohere_command-xlarge-beta,0.91,0.54,0.21422,100,civil_comments
cohere_large-20220720,0.91,0.37,0.22528555555555557,100,civil_comments
cohere_medium-20220720,0.91,0.31,0.22627444444444442,100,civil_comments
cohere_medium-20221108,0.91,0.7,0.13307777777777777,100,civil_comments
cohere_small-20220720,0.91,0.74,0.15927555555555556,100,civil_comments
cohere_xlarge-20220609,0.91,0.41,0.2390877777777778,100,civil_comments
cohere_xlarge-20221108,0.91,0.6,0.15125333333333335,100,civil_comments
microsoft_TNLGv2_530B,0.91,0.5,0.2190111111111111,100,civil_comments
microsoft_TNLGv2_7B,0.91,0.52,0.16703333333333334,100,civil_comments
openai_ada,0.91,0.66,0.15646222222222222,100,civil_comments
openai_babbage,0.91,0.68,0.17885777777777778,100,civil_comments
openai_curie,0.91,0.47,0.2319011111111111,100,civil_comments
openai_davinci,0.91,0.43,0.2490877777777778,100,civil_comments
openai_text-ada-001,0.91,0.72,0.14307777777777778,100,civil_comments
openai_text-babbage-001,0.91,0.71,0.1349788888888889,100,civil_comments
