model,train_trial_index,score,sub_split,balanced_score,n_samples,scenario
AlephAlpha_luminous-base,0.948,0.482,,0.482,500,raft
AlephAlpha_luminous-extended,0.948,0.57,,0.57,500,raft
AlephAlpha_luminous-supreme,0.948,0.67,,0.67,500,raft
ai21_j1-grande,0.948,0.674,,0.674,500,raft
ai21_j1-grande-v2-beta,0.948,0.702,,0.702,500,raft
ai21_j1-jumbo,0.948,0.692,,0.692,500,raft
ai21_j1-large,0.948,0.57,,0.57,500,raft
anthropic_stanford-online-all-v4-s3,0.948,0.716,,0.716,500,raft
cohere_command-medium-beta,0.948,0.666,,0.666,500,raft
cohere_command-xlarge-beta,0.948,0.7,,0.7,500,raft
cohere_large-20220720,0.948,0.664,,0.664,500,raft
cohere_medium-20220720,0.948,0.518,,0.518,500,raft
cohere_medium-20221108,0.948,0.626,,0.626,500,raft
cohere_small-20220720,0.948,0.506,,0.506,500,raft
cohere_xlarge-20220609,0.948,0.676,,0.676,500,raft
cohere_xlarge-20221108,0.948,0.622,,0.622,500,raft
microsoft_TNLGv2_530B,0.948,0.686,,0.686,500,raft
microsoft_TNLGv2_7B,0.948,0.574,,0.574,500,raft
openai_ada,0.948,0.442,,0.442,500,raft
openai_babbage,0.948,0.478,,0.478,500,raft
openai_curie,0.948,0.516,,0.516,500,raft
openai_davinci,0.948,0.67,,0.67,500,raft
openai_text-ada-001,0.948,0.422,,0.422,500,raft
openai_text-babbage-001,0.948,0.502,,0.502,500,raft
openai_text-curie-001,0.948,0.54,,0.54,500,raft
openai_text-davinci-002,0.948,0.72,,0.72,500,raft
openai_text-davinci-003,0.948,0.758,,0.758,500,raft
together_bloom,0.948,0.614,,0.614,500,raft
together_glm,0.948,0.622,,0.622,500,raft
together_gpt-j-6b,0.948,0.646,,0.646,500,raft
together_gpt-neox-20b,0.948,0.54,,0.54,500,raft
together_opt-175b,0.948,0.634,,0.634,500,raft
together_opt-66b,0.948,0.576,,0.576,500,raft
together_t0pp,0.948,0.092,,0.092,500,raft
together_t5-11b,0.948,0.356,,0.356,500,raft
together_ul2,0.948,0.412,,0.412,500,raft
together_yalm,0.948,0.404,,0.404,500,raft
AlephAlpha_luminous-base,1.036,0.46,,0.46,500,raft
AlephAlpha_luminous-extended,1.036,0.52,,0.52,500,raft
AlephAlpha_luminous-supreme,1.036,0.65,,0.65,500,raft
