model,train_trial_index,score,balanced_score,n_samples,scenario
AlephAlpha_luminous-base,1.36,0.36,0.13041777777777777,50,civil_comments
AlephAlpha_luminous-extended,1.36,0.78,0.1730777777777778,50,civil_comments
AlephAlpha_luminous-supreme,1.36,0.72,0.1988577777777778,50,civil_comments
ai21_j1-grande,1.36,0.76,0.14448444444444444,50,civil_comments
ai21_j1-grande-v2-beta,1.36,0.8,0.2016711111111111,50,civil_comments
ai21_j1-jumbo,1.36,0.4,0.16281333333333334,50,civil_comments
ai21_j1-large,1.36,0.76,0.15688000000000002,50,civil_comments
anthropic_stanford-online-all-v4-s3,1.36,0.44,0.17041777777777778,50,civil_comments
cohere_command-medium-beta,1.36,0.34,0.16380222222222224,50,civil_comments
cohere_command-xlarge-beta,1.36,0.52,0.13604444444444444,50,civil_comments
cohere_large-20220720,1.36,0.24,0.16958222222222222,50,civil_comments
cohere_medium-20220720,1.36,0.22,0.16577999999999998,50,civil_comments
cohere_medium-20221108,1.36,0.78,0.14828666666666668,50,civil_comments
cohere_small-20220720,1.36,0.8,0.16448444444444443,50,civil_comments
cohere_xlarge-20220609,1.36,0.36,0.16760444444444444,50,civil_comments
cohere_xlarge-20221108,1.36,0.58,0.12266,50,civil_comments
microsoft_TNLGv2_530B,1.36,0.34,0.15140666666666666,50,civil_comments
microsoft_TNLGv2_7B,1.36,0.6,0.17604444444444448,50,civil_comments
openai_ada,1.36,0.74,0.17786888888888888,50,civil_comments
openai_babbage,1.36,0.58,0.13505555555555557,50,civil_comments
openai_curie,1.36,0.44,0.1952088888888889,50,civil_comments
openai_davinci,1.36,0.28,0.16479111111111108,50,civil_comments
openai_text-ada-001,1.36,0.78,0.14828666666666668,50,civil_comments
openai_text-babbage-001,1.36,0.8,0.15208888888888888,50,civil_comments
openai_text-curie-001,1.36,0.72,0.16167111111111113,50,civil_comments
openai_text-davinci-002,1.36,0.6,0.16364888888888887,50,civil_comments
openai_text-davinci-003,1.36,0.54,0.15224222222222222,50,civil_comments
together_bloom,1.36,0.62,0.19224222222222223,50,civil_comments
together_glm,1.36,0.8,0.15208888888888888,50,civil_comments
together_gpt-j-6b,1.36,0.28,0.1771866666666667,50,civil_comments
together_gpt-neox-20b,1.36,0.26,0.17338444444444445,50,civil_comments
together_opt-175b,1.36,0.18,0.14578,50,civil_comments
together_opt-66b,1.36,0.2,0.16197777777777778,50,civil_comments
together_t0pp,1.36,0.5,0.09505555555555556,50,civil_comments
together_t5-11b,1.36,0.54,0.15224222222222222,50,civil_comments
together_ul2,1.36,0.34,0.16380222222222224,50,civil_comments
together_yalm,1.36,0.76,0.14448444444444444,50,civil_comments
AlephAlpha_luminous-base,0.86,0.5,0.25619777777777775,50,civil_comments
AlephAlpha_luminous-extended,0.86,0.64,0.1588577777777778,50,civil_comments
AlephAlpha_luminous-supreme,0.86,0.62,0.1674511111111111,50,civil_comments
ai21_j1-grande,0.86,0.72,0.17406666666666668,50,civil_comments
ai21_j1-grande-v2-beta,0.86,0.62,0.13026444444444446,50,civil_comments
ai21_j1-jumbo,0.86,0.44,0.2695822222222222,50,civil_comments
ai21_j1-large,0.86,0.72,0.1988577777777778,50,civil_comments
anthropic_stanford-online-all-v4-s3,0.86,0.54,0.22661555555555554,50,civil_comments
cohere_command-medium-beta,0.86,0.44,0.28197777777777777,50,civil_comments
cohere_command-xlarge-beta,0.86,0.62,0.26661555555555555,50,civil_comments
cohere_large-20220720,0.86,0.34,0.22577999999999998,50,civil_comments
cohere_medium-20220720,0.86,0.34,0.2629666666666667,50,civil_comments
cohere_medium-20221108,0.86,0.68,0.12927555555555556,50,civil_comments
cohere_small-20220720,0.86,0.68,0.12927555555555556,50,civil_comments
cohere_xlarge-20220609,0.86,0.38,0.23338444444444445,50,civil_comments
cohere_xlarge-20221108,0.86,0.6,0.15125333333333335,50,civil_comments
microsoft_TNLGv2_530B,0.86,0.54,0.2638022222222222,50,civil_comments
microsoft_TNLGv2_7B,0.86,0.62,0.20463777777777778,50,civil_comments
openai_ada,0.86,0.78,0.23505555555555557,50,civil_comments
openai_babbage,0.86,0.58,0.1846377777777778,50,civil_comments
openai_curie,0.86,0.38,0.24578,50,civil_comments
openai_davinci,0.86,0.46,0.27338444444444443,50,civil_comments
openai_text-ada-001,0.86,0.68,0.12927555555555556,50,civil_comments
openai_text-babbage-001,0.86,0.68,0.12927555555555556,50,civil_comments
openai_text-curie-001,0.86,0.64,0.17125333333333334,50,civil_comments
openai_text-davinci-002,0.86,0.68,0.2904177777777778,50,civil_comments
openai_text-davinci-003,0.86,0.62,0.26661555555555555,50,civil_comments
together_bloom,0.86,0.62,0.25422,50,civil_comments
together_glm,0.86,0.68,0.12927555555555556,50,civil_comments
together_gpt-j-6b,0.86,0.36,0.25437333333333334,50,civil_comments
together_gpt-neox-20b,0.86,0.34,0.2629666666666667,50,civil_comments
together_opt-175b,0.86,0.32,0.2591644444444444,50,civil_comments
together_opt-66b,0.86,0.36,0.2667688888888889,50,civil_comments
together_t0pp,0.86,0.32,0.06083555555555556,50,civil_comments
together_t5-11b,0.86,0.46,0.12463777777777779,50,civil_comments
together_ul2,0.86,0.36,0.2047911111111111,50,civil_comments
together_yalm,0.86,0.72,0.17406666666666668,50,civil_comments
AlephAlpha_luminous-base,1.2,0.46,0.1494288888888889,50,civil_comments
AlephAlpha_luminous-extended,1.2,0.82,0.16828666666666667,50,civil_comments
AlephAlpha_luminous-supreme,1.2,0.7,0.13307777777777777,50,civil_comments
ai21_j1-grande,1.2,0.82,0.15589111111111112,50,civil_comments
ai21_j1-grande-v2-beta,1.2,0.8,0.16448444444444443,50,civil_comments
ai21_j1-jumbo,1.2,0.3,0.11901111111111112,50,civil_comments
ai21_j1-large,1.2,0.78,0.14828666666666668,50,civil_comments
anthropic_stanford-online-all-v4-s3,1.2,0.56,0.15604444444444446,50,civil_comments
cohere_command-medium-beta,1.2,0.24,0.12,50,civil_comments
cohere_command-xlarge-beta,1.2,0.56,0.15604444444444446,50,civil_comments
cohere_large-20220720,1.2,0.26,0.13619777777777778,50,civil_comments
cohere_medium-20220720,1.2,0.2,0.12479111111111112,50,civil_comments
cohere_medium-20221108,1.2,0.86,0.1634955555555556,50,civil_comments
cohere_small-20220720,1.2,0.86,0.1634955555555556,50,civil_comments
cohere_xlarge-20220609,1.2,0.28,0.11520888888888889,50,civil_comments
cohere_xlarge-20221108,1.2,0.76,0.15688000000000002,50,civil_comments
microsoft_TNLGv2_530B,1.2,0.58,0.17224222222222224,50,civil_comments
microsoft_TNLGv2_7B,1.2,0.6,0.1388577777777778,50,civil_comments
openai_ada,1.2,0.76,0.15688000000000002,50,civil_comments
openai_babbage,1.2,0.66,0.1378688888888889,50,civil_comments
openai_curie,1.2,0.42,0.15422,50,civil_comments
openai_davinci,1.2,0.26,0.13619777777777778,50,civil_comments
openai_text-ada-001,1.2,0.86,0.1634955555555556,50,civil_comments
openai_text-babbage-001,1.2,0.86,0.1634955555555556,50,civil_comments
openai_text-curie-001,1.2,0.68,0.12927555555555556,50,civil_comments
openai_text-davinci-002,1.2,0.7,0.20745111111111111,50,civil_comments
openai_text-davinci-003,1.2,0.74,0.19026444444444443,50,civil_comments
together_bloom,1.2,0.62,0.1674511111111111,50,civil_comments
together_glm,1.2,0.86,0.1634955555555556,50,civil_comments
together_gpt-j-6b,1.2,0.22,0.11619777777777777,50,civil_comments
together_gpt-neox-20b,1.2,0.18,0.10859333333333333,50,civil_comments
together_opt-175b,1.2,0.12,0.09718666666666667,50,civil_comments
together_opt-66b,1.2,0.2,0.12479111111111112,50,civil_comments
together_t0pp,1.2,0.34,0.06463777777777778,50,civil_comments
together_t5-11b,1.2,0.58,0.13505555555555557,50,civil_comments
together_ul2,1.2,0.28,0.11520888888888889,50,civil_comments
together_yalm,1.2,0.86,0.1634955555555556,50,civil_comments
AlephAlpha_luminous-base,1.08,0.42,0.19140666666666667,50,civil_comments
AlephAlpha_luminous-extended,1.08,0.62,0.13026444444444446,50,civil_comments
AlephAlpha_luminous-supreme,1.08,0.6,0.12646222222222223,50,civil_comments
ai21_j1-grande,1.08,0.68,0.1416711111111111,50,civil_comments
ai21_j1-grande-v2-beta,1.08,0.8,0.2016711111111111,50,civil_comments
ai21_j1-jumbo,1.08,0.44,0.23239555555555555,50,civil_comments
ai21_j1-large,1.08,0.66,0.15026444444444445,50,civil_comments
anthropic_stanford-online-all-v4-s3,1.08,0.54,0.21422,50,civil_comments
cohere_command-medium-beta,1.08,0.34,0.21338444444444446,50,civil_comments
cohere_command-xlarge-beta,1.08,0.52,0.1732311111111111,50,civil_comments
cohere_large-20220720,1.08,0.32,0.20958222222222223,50,civil_comments
cohere_medium-20220720,1.08,0.24,0.18197777777777777,50,civil_comments
cohere_medium-20221108,1.08,0.74,0.14068222222222224,50,civil_comments
cohere_small-20220720,1.08,0.76,0.14448444444444444,50,civil_comments
cohere_xlarge-20220609,1.08,0.4,0.22479111111111108,50,civil_comments
cohere_xlarge-20221108,1.08,0.68,0.19125333333333333,50,civil_comments
microsoft_TNLGv2_530B,1.08,0.48,0.2152088888888889,50,civil_comments
microsoft_TNLGv2_7B,1.08,0.56,0.1932311111111111,50,civil_comments
openai_ada,1.08,0.7,0.18266000000000002,50,civil_comments
openai_babbage,1.08,0.6,0.15125333333333335,50,civil_comments
openai_curie,1.08,0.38,0.20859333333333333,50,civil_comments
openai_davinci,1.08,0.36,0.2047911111111111,50,civil_comments
openai_text-ada-001,1.08,0.76,0.14448444444444444,50,civil_comments
openai_text-babbage-001,1.08,0.76,0.14448444444444444,50,civil_comments
openai_text-curie-001,1.08,0.58,0.17224222222222224,50,civil_comments
openai_text-davinci-002,1.08,0.58,0.22182444444444446,50,civil_comments
openai_text-davinci-003,1.08,0.5,0.18182444444444446,50,civil_comments
together_bloom,1.08,0.56,0.1932311111111111,50,civil_comments
together_glm,1.08,0.76,0.14448444444444444,50,civil_comments
together_gpt-j-6b,1.08,0.32,0.20958222222222223,50,civil_comments
together_gpt-neox-20b,1.08,0.28,0.20197777777777776,50,civil_comments
together_opt-175b,1.08,0.26,0.19817555555555555,50,civil_comments
together_opt-66b,1.08,0.26,0.19817555555555555,50,civil_comments
together_t0pp,1.08,0.3,0.05703333333333333,50,civil_comments
together_t5-11b,1.08,0.56,0.16844,50,civil_comments
together_ul2,1.08,0.36,0.2047911111111111,50,civil_comments
together_yalm,1.08,0.72,0.13688,50,civil_comments
AlephAlpha_luminous-base,1.14,0.5,0.23140666666666668,50,civil_comments
AlephAlpha_luminous-extended,1.14,0.64,0.13406666666666667,50,civil_comments
AlephAlpha_luminous-supreme,1.14,0.68,0.19125333333333333,50,civil_comments
ai21_j1-grande,1.14,0.74,0.16547333333333333,50,civil_comments
ai21_j1-grande-v2-beta,1.14,0.72,0.1864622222222222,50,civil_comments
ai21_j1-jumbo,1.14,0.4,0.23718666666666668,50,civil_comments
ai21_j1-large,1.14,0.68,0.1664622222222222,50,civil_comments
anthropic_stanford-online-all-v4-s3,1.14,0.56,0.1932311111111111,50,civil_comments
cohere_command-medium-beta,1.14,0.34,0.22577999999999998,50,civil_comments
cohere_command-xlarge-beta,1.14,0.54,0.20182444444444447,50,civil_comments
cohere_large-20220720,1.14,0.3,0.19338444444444444,50,civil_comments
cohere_medium-20220720,1.14,0.28,0.21437333333333336,50,civil_comments
cohere_medium-20221108,1.14,0.74,0.14068222222222224,50,civil_comments
cohere_small-20220720,1.14,0.74,0.14068222222222224,50,civil_comments
cohere_xlarge-20220609,1.14,0.38,0.23338444444444445,50,civil_comments
cohere_xlarge-20221108,1.14,0.74,0.21505555555555556,50,civil_comments
microsoft_TNLGv2_530B,1.14,0.5,0.2190111111111111,50,civil_comments
microsoft_TNLGv2_7B,1.14,0.58,0.15984666666666666,50,civil_comments
openai_ada,1.14,0.6,0.12646222222222223,50,civil_comments
openai_babbage,1.14,0.6,0.15125333333333335,50,civil_comments
openai_curie,1.14,0.5,0.24380222222222223,50,civil_comments
openai_davinci,1.14,0.34,0.2009888888888889,50,civil_comments
openai_text-ada-001,1.14,0.74,0.14068222222222224,50,civil_comments
openai_text-babbage-001,1.14,0.74,0.14068222222222224,50,civil_comments
openai_text-curie-001,1.14,0.56,0.14364888888888888,50,civil_comments
openai_text-davinci-002,1.14,0.64,0.20844000000000001,50,civil_comments
openai_text-davinci-003,1.14,0.62,0.21703333333333333,50,civil_comments
together_bloom,1.14,0.58,0.22182444444444446,50,civil_comments
together_glm,1.14,0.74,0.14068222222222224,50,civil_comments
together_gpt-j-6b,1.14,0.3,0.20578,50,civil_comments
together_gpt-neox-20b,1.14,0.32,0.22197777777777777,50,civil_comments
together_opt-175b,1.14,0.28,0.21437333333333336,50,civil_comments
together_opt-66b,1.14,0.26,0.21057111111111113,50,civil_comments
together_t0pp,1.14,0.3,0.05703333333333333,50,civil_comments
together_t5-11b,1.14,0.54,0.15224222222222222,50,civil_comments
together_ul2,1.14,0.3,0.16859333333333332,50,civil_comments
together_yalm,1.14,0.68,0.1416711111111111,50,civil_comments
AlephAlpha_luminous-base,1.02,0.4,0.18760444444444446,50,civil_comments
AlephAlpha_luminous-extended,1.02,0.7,0.14547333333333334,50,civil_comments
AlephAlpha_luminous-supreme,1.02,0.7,0.18266000000000002,50,civil_comments
ai21_j1-grande,1.02,0.78,0.1730777777777778,50,civil_comments
ai21_j1-grande-v2-beta,1.02,0.82,0.1930777777777778,50,civil_comments
ai21_j1-jumbo,1.02,0.42,0.19140666666666667,50,civil_comments
ai21_j1-large,1.02,0.74,0.16547333333333333,50,civil_comments
anthropic_stanford-online-all-v4-s3,1.02,0.56,0.18083555555555555,50,civil_comments
cohere_command-medium-beta,1.02,0.28,0.16479111111111108,50,civil_comments
cohere_command-xlarge-beta,1.02,0.54,0.16463777777777777,50,civil_comments
cohere_large-20220720,1.02,0.34,0.1885933333333333,50,civil_comments
cohere_medium-20220720,1.02,0.22,0.16577999999999998,50,civil_comments
cohere_medium-20221108,1.02,0.8,0.15208888888888888,50,civil_comments
cohere_small-20220720,1.02,0.8,0.15208888888888888,50,civil_comments
cohere_xlarge-20220609,1.02,0.4,0.18760444444444446,50,civil_comments
cohere_xlarge-20221108,1.02,0.64,0.1588577777777778,50,civil_comments
microsoft_TNLGv2_530B,1.02,0.48,0.1532311111111111,50,civil_comments
microsoft_TNLGv2_7B,1.02,0.54,0.15224222222222222,50,civil_comments
openai_ada,1.02,0.72,0.17406666666666668,50,civil_comments
openai_babbage,1.02,0.66,0.15026444444444445,50,civil_comments
openai_curie,1.02,0.4,0.18760444444444446,50,civil_comments
openai_davinci,1.02,0.28,0.16479111111111108,50,civil_comments
openai_text-ada-001,1.02,0.8,0.15208888888888888,50,civil_comments
openai_text-babbage-001,1.02,0.8,0.15208888888888888,50,civil_comments
