,model,balanced_score,n_samples,trial_num,win_rate,scenario
0,ai21_j2-grande,0.91,100,0,0.3333333333333333,imdb
1,ai21_j2-jumbo,0.95,100,0,0.5,imdb
2,ai21_j2-large,0.97,100,0,0.8333333333333334,imdb
3,openai_gpt-3.5-turbo-0301,0.88,100,0,0.16666666666666666,imdb
4,together_redpajama-incite-base-3b-v1,0.7575757575757576,100,0,0.0,imdb
5,writer_palmyra-instruct-30,0.97,100,0,0.8333333333333334,imdb
6,writer_palmyra-x,0.95,100,0,0.5,imdb
0,ai21_j2-grande,0.96,100,1,0.5,imdb
1,ai21_j2-jumbo,0.96,100,1,0.5,imdb
2,ai21_j2-large,0.94,100,1,0.3333333333333333,imdb
3,openai_gpt-3.5-turbo-0301,0.9,100,1,0.0,imdb
4,together_redpajama-incite-base-3b-v1,0.9333333333333332,100,1,0.16666666666666666,imdb
5,writer_palmyra-instruct-30,0.96,100,1,0.5,imdb
6,writer_palmyra-x,0.96,100,1,0.5,imdb
0,ai21_j2-grande,0.96,100,2,0.3333333333333333,imdb
1,ai21_j2-jumbo,0.97,100,2,1.0,imdb
2,ai21_j2-large,0.96,100,2,0.3333333333333333,imdb
3,openai_gpt-3.5-turbo-0301,0.93,100,2,0.16666666666666666,imdb
4,together_redpajama-incite-base-3b-v1,0.7941176470588235,100,2,0.0,imdb
5,writer_palmyra-instruct-30,0.96,100,2,0.3333333333333333,imdb
6,writer_palmyra-x,0.96,100,2,0.3333333333333333,imdb
0,ai21_j2-grande,0.98,100,3,0.8333333333333334,imdb
1,ai21_j2-jumbo,0.97,100,3,0.5,imdb
2,ai21_j2-large,0.98,100,3,0.8333333333333334,imdb
3,openai_gpt-3.5-turbo-0301,0.94,100,3,0.16666666666666666,imdb
4,together_redpajama-incite-base-3b-v1,0.9090909090909092,100,3,0.0,imdb
5,writer_palmyra-instruct-30,0.97,100,3,0.5,imdb
6,writer_palmyra-x,0.96,100,3,0.3333333333333333,imdb
0,ai21_j2-grande,0.91,100,4,0.0,imdb
1,ai21_j2-jumbo,0.93,100,4,0.8333333333333334,imdb
2,ai21_j2-large,0.92,100,4,0.3333333333333333,imdb
3,openai_gpt-3.5-turbo-0301,0.92,100,4,0.3333333333333333,imdb
4,together_redpajama-incite-base-3b-v1,0.9117647058823528,100,4,0.16666666666666666,imdb
5,writer_palmyra-instruct-30,0.93,100,4,0.8333333333333334,imdb
6,writer_palmyra-x,0.92,100,4,0.3333333333333333,imdb
0,ai21_j2-grande,0.89,100,5,0.16666666666666666,imdb
1,ai21_j2-jumbo,0.91,100,5,0.3333333333333333,imdb
2,ai21_j2-large,0.92,100,5,0.6666666666666666,imdb
3,openai_gpt-3.5-turbo-0301,0.91,100,5,0.3333333333333333,imdb
4,together_redpajama-incite-base-3b-v1,0.8461538461538461,100,5,0.0,imdb
5,writer_palmyra-instruct-30,0.92,100,5,0.6666666666666666,imdb
6,writer_palmyra-x,0.92,100,5,0.6666666666666666,imdb
0,ai21_j2-grande,0.92,100,6,0.16666666666666666,imdb
1,ai21_j2-jumbo,0.92,100,6,0.16666666666666666,imdb
2,ai21_j2-large,0.96,100,6,0.8333333333333334,imdb
3,openai_gpt-3.5-turbo-0301,0.89,100,6,0.0,imdb
4,together_redpajama-incite-base-3b-v1,0.9318181818181818,100,6,0.5,imdb
5,writer_palmyra-instruct-30,0.97,100,6,1.0,imdb
6,writer_palmyra-x,0.94,100,6,0.6666666666666666,imdb
0,ai21_j2-grande,0.9,100,7,0.3333333333333333,imdb
1,ai21_j2-jumbo,0.89,100,7,0.16666666666666666,imdb
2,ai21_j2-large,0.94,100,7,0.8333333333333334,imdb
3,openai_gpt-3.5-turbo-0301,0.87,100,7,0.0,imdb
4,together_redpajama-incite-base-3b-v1,0.9655172413793104,100,7,1.0,imdb
5,writer_palmyra-instruct-30,0.91,100,7,0.5,imdb
6,writer_palmyra-x,0.91,100,7,0.5,imdb
0,ai21_j2-grande,0.96,100,8,0.5,imdb
1,ai21_j2-jumbo,0.94,100,8,0.3333333333333333,imdb
2,ai21_j2-large,0.96,100,8,0.5,imdb
3,openai_gpt-3.5-turbo-0301,0.85,100,8,0.0,imdb
4,together_redpajama-incite-base-3b-v1,0.9375,100,8,0.16666666666666666,imdb
5,writer_palmyra-instruct-30,0.96,100,8,0.5,imdb
6,writer_palmyra-x,0.96,100,8,0.5,imdb
0,ai21_j2-grande,0.93,100,9,0.5,imdb
1,ai21_j2-jumbo,0.94,100,9,0.6666666666666666,imdb
2,ai21_j2-large,0.97,100,9,1.0,imdb
3,openai_gpt-3.5-turbo-0301,0.91,100,9,0.16666666666666666,imdb
4,together_redpajama-incite-base-3b-v1,0.8421052631578947,100,9,0.0,imdb
5,writer_palmyra-instruct-30,0.91,100,9,0.16666666666666666,imdb
6,writer_palmyra-x,0.94,100,9,0.6666666666666666,imdb
0,ai21_j2-grande,0.7,10,0,0.5,imdb
1,ai21_j2-jumbo,1.0,10,0,1.0,imdb
2,ai21_j2-large,0.8,10,0,0.6666666666666666,imdb
3,openai_gpt-3.5-turbo-0301,0.6,10,0,0.0,imdb
4,together_redpajama-incite-base-3b-v1,0.6666666666666666,10,0,0.3333333333333333,imdb
5,writer_palmyra-instruct-30,0.8,10,0,0.6666666666666666,imdb
6,writer_palmyra-x,0.6,10,0,0.0,imdb
0,ai21_j2-grande,0.8,10,1,0.0,imdb
1,ai21_j2-jumbo,0.9,10,1,0.5,imdb
2,ai21_j2-large,1.0,10,1,0.6666666666666666,imdb
3,openai_gpt-3.5-turbo-0301,0.8,10,1,0.0,imdb
4,together_redpajama-incite-base-3b-v1,1.0,10,1,0.6666666666666666,imdb
5,writer_palmyra-instruct-30,1.0,10,1,0.6666666666666666,imdb
6,writer_palmyra-x,0.8,10,1,0.0,imdb
0,ai21_j2-grande,0.9,10,2,0.3333333333333333,imdb
1,ai21_j2-jumbo,0.9,10,2,0.3333333333333333,imdb
2,ai21_j2-large,1.0,10,2,0.6666666666666666,imdb
3,openai_gpt-3.5-turbo-0301,0.7,10,2,0.16666666666666666,imdb
4,together_redpajama-incite-base-3b-v1,0.5,10,2,0.0,imdb
5,writer_palmyra-instruct-30,1.0,10,2,0.6666666666666666,imdb
6,writer_palmyra-x,1.0,10,2,0.6666666666666666,imdb
0,ai21_j2-grande,0.9,10,3,0.16666666666666666,imdb
1,ai21_j2-jumbo,0.9,10,3,0.16666666666666666,imdb
2,ai21_j2-large,0.9,10,3,0.16666666666666666,imdb
3,openai_gpt-3.5-turbo-0301,0.9,10,3,0.16666666666666666,imdb
4,together_redpajama-incite-base-3b-v1,1.0,10,3,1.0,imdb
5,writer_palmyra-instruct-30,0.9,10,3,0.16666666666666666,imdb
6,writer_palmyra-x,0.8,10,3,0.0,imdb
0,ai21_j2-grande,0.9,10,4,0.0,imdb
1,ai21_j2-jumbo,1.0,10,4,0.16666666666666666,imdb
2,ai21_j2-large,1.0,10,4,0.16666666666666666,imdb
3,openai_gpt-3.5-turbo-0301,1.0,10,4,0.16666666666666666,imdb
4,together_redpajama-incite-base-3b-v1,1.0,10,4,0.16666666666666666,imdb
5,writer_palmyra-instruct-30,1.0,10,4,0.16666666666666666,imdb
6,writer_palmyra-x,1.0,10,4,0.16666666666666666,imdb
0,ai21_j2-grande,1.0,10,5,0.0,imdb
1,ai21_j2-jumbo,1.0,10,5,0.0,imdb
2,ai21_j2-large,1.0,10,5,0.0,imdb
3,openai_gpt-3.5-turbo-0301,1.0,10,5,0.0,imdb
4,together_redpajama-incite-base-3b-v1,1.0,10,5,0.0,imdb
5,writer_palmyra-instruct-30,1.0,10,5,0.0,imdb
6,writer_palmyra-x,1.0,10,5,0.0,imdb
0,ai21_j2-grande,1.0,10,6,0.6666666666666666,imdb
1,ai21_j2-jumbo,1.0,10,6,0.6666666666666666,imdb
2,ai21_j2-large,0.9,10,6,0.0,imdb
3,openai_gpt-3.5-turbo-0301,0.9,10,6,0.0,imdb
4,together_redpajama-incite-base-3b-v1,1.0,10,6,0.6666666666666666,imdb
5,writer_palmyra-instruct-30,0.9,10,6,0.0,imdb
6,writer_palmyra-x,0.9,10,6,0.0,imdb
0,ai21_j2-grande,0.9,10,7,0.0,imdb
1,ai21_j2-jumbo,0.9,10,7,0.0,imdb
2,ai21_j2-large,1.0,10,7,0.5,imdb
3,openai_gpt-3.5-turbo-0301,0.9,10,7,0.0,imdb
4,together_redpajama-incite-base-3b-v1,1.0,10,7,0.5,imdb
5,writer_palmyra-instruct-30,1.0,10,7,0.5,imdb
6,writer_palmyra-x,1.0,10,7,0.5,imdb
0,ai21_j2-grande,1.0,10,8,0.3333333333333333,imdb
1,ai21_j2-jumbo,1.0,10,8,0.3333333333333333,imdb
2,ai21_j2-large,1.0,10,8,0.3333333333333333,imdb
3,openai_gpt-3.5-turbo-0301,1.0,10,8,0.3333333333333333,imdb
4,together_redpajama-incite-base-3b-v1,0.5,10,8,0.0,imdb
5,writer_palmyra-instruct-30,0.9,10,8,0.16666666666666666,imdb
6,writer_palmyra-x,1.0,10,8,0.3333333333333333,imdb
0,ai21_j2-grande,1.0,10,9,0.3333333333333333,imdb
1,ai21_j2-jumbo,1.0,10,9,0.3333333333333333,imdb
2,ai21_j2-large,1.0,10,9,0.3333333333333333,imdb
3,openai_gpt-3.5-turbo-0301,0.9,10,9,0.16666666666666666,imdb
4,together_redpajama-incite-base-3b-v1,0.75,10,9,0.0,imdb
5,writer_palmyra-instruct-30,1.0,10,9,0.3333333333333333,imdb
6,writer_palmyra-x,1.0,10,9,0.3333333333333333,imdb
0,ai21_j2-grande,0.9380666666666668,30000,0,0.5,imdb
1,ai21_j2-jumbo,0.9406333333333332,30000,0,0.6666666666666666,imdb
2,ai21_j2-large,0.9573,30000,0,1.0,imdb
3,openai_gpt-3.5-turbo-0301,0.9090666666666668,30000,0,0.16666666666666666,imdb
4,together_redpajama-incite-base-3b-v1,0.908518925396984,30000,0,0.0,imdb
5,writer_palmyra-instruct-30,0.9415333333333332,30000,0,0.8333333333333334,imdb
6,writer_palmyra-x,0.9345333333333332,30000,0,0.3333333333333333,imdb
0,ai21_j2-grande,0.9381,30000,1,0.6666666666666666,imdb
1,ai21_j2-jumbo,0.9375666666666668,30000,1,0.5,imdb
