,model,balanced_score,n_samples,trial_num,win_rate,scenario
0,ai21_j2-grande,0.366000376435159,20,0,0.16666666666666666,narrative_qa
1,ai21_j2-jumbo,0.3898946988272415,20,0,0.3333333333333333,narrative_qa
2,ai21_j2-large,0.3245470230252839,20,0,0.0,narrative_qa
3,openai_gpt-3.5-turbo-0301,0.6075331097351222,20,0,1.0,narrative_qa
4,together_redpajama-incite-base-3b-v1,0.4956709956709957,20,0,0.5,narrative_qa
5,writer_palmyra-instruct-30,0.5136128014424161,20,0,0.8333333333333334,narrative_qa
6,writer_palmyra-x,0.5041666666666667,20,0,0.6666666666666666,narrative_qa
0,ai21_j2-grande,0.2439341798552325,20,1,0.0,narrative_qa
1,ai21_j2-jumbo,0.3512640692640693,20,1,0.5,narrative_qa
2,ai21_j2-large,0.3045555555555556,20,1,0.16666666666666666,narrative_qa
3,openai_gpt-3.5-turbo-0301,0.3415996810207337,20,1,0.3333333333333333,narrative_qa
4,together_redpajama-incite-base-3b-v1,0.7142857142857143,20,1,0.8333333333333334,narrative_qa
5,writer_palmyra-instruct-30,0.4981080537819668,20,1,0.6666666666666666,narrative_qa
6,writer_palmyra-x,0.7341414141414141,20,1,1.0,narrative_qa
0,ai21_j2-grande,0.3586976911976912,20,2,0.3333333333333333,narrative_qa
1,ai21_j2-jumbo,0.3212118437118437,20,2,0.0,narrative_qa
2,ai21_j2-large,0.3279195804195804,20,2,0.16666666666666666,narrative_qa
3,openai_gpt-3.5-turbo-0301,0.4333623084861474,20,2,0.5,narrative_qa
4,together_redpajama-incite-base-3b-v1,0.6071428571428571,20,2,0.8333333333333334,narrative_qa
5,writer_palmyra-instruct-30,0.4827658916217269,20,2,0.6666666666666666,narrative_qa
6,writer_palmyra-x,0.743531746031746,20,2,1.0,narrative_qa
0,ai21_j2-grande,0.3393589743589743,20,3,0.0,narrative_qa
1,ai21_j2-jumbo,0.3618681318681319,20,3,0.16666666666666666,narrative_qa
2,ai21_j2-large,0.4130793226381462,20,3,0.3333333333333333,narrative_qa
3,openai_gpt-3.5-turbo-0301,0.487598971077232,20,3,0.6666666666666666,narrative_qa
4,together_redpajama-incite-base-3b-v1,0.4584106369820655,20,3,0.5,narrative_qa
5,writer_palmyra-instruct-30,0.5290831390831391,20,3,0.8333333333333334,narrative_qa
6,writer_palmyra-x,0.6182622932622932,20,3,1.0,narrative_qa
0,ai21_j2-grande,0.3197526917526917,20,4,0.16666666666666666,narrative_qa
1,ai21_j2-jumbo,0.3464159621224839,20,4,0.3333333333333333,narrative_qa
2,ai21_j2-large,0.3127955377955378,20,4,0.0,narrative_qa
3,openai_gpt-3.5-turbo-0301,0.5137380253642176,20,4,0.8333333333333334,narrative_qa
